"","lp__","lp_approx__","I","m","lam","gamma","beta","alpha","k","tau","delta",".chain",".iteration",".draw","Chain"
"1511",-235.844,-3.86732,1.80586,1.0144,0.869095,5.75794,0.707811,1.01836,1,0,0,1,1511,1,1
"1512",-220.722,-3.47121,1.78569,1.05843,0.838956,5.86124,0.802401,1.00494,1,0,0,1,1512,1,1
"1513",-266.408,-1.15561,1.78946,1.06956,0.765779,5.74484,0.741979,0.959534,1,0,0,1,1513,1,1
"1514",-269.968,-2.52392,1.79633,1.10328,0.803015,5.69857,0.731513,1.01254,1,0,0,1,1514,1,1
"1515",-215.548,-3.02061,1.8019,1.00285,0.944966,5.72009,0.739471,0.998587,1,0,0,1,1515,1,1
"1516",-232.599,-2.58211,1.80236,0.970622,0.788762,5.5952,0.717983,0.987705,1,0,0,1,1516,1,1
"1517",-233.253,-3.28192,1.79392,1.02263,0.674346,5.5281,0.763208,1.03314,1,0,0,1,1517,1,1
"1518",-237.732,-2.10354,1.77291,1.03419,0.731847,5.68929,0.726156,1.02073,1,0,0,1,1518,1,1
"1519",-232.383,-3.25105,1.80709,1.06678,0.778255,5.47983,0.702528,0.998785,1,0,0,1,1519,1,1
"1520",-233.449,-2.97536,1.76717,1.02395,0.912437,5.61413,0.719259,0.971845,1,0,0,1,1520,1,1
"1521",-232.366,-2.14686,1.74851,1.00377,0.772872,5.52948,0.749427,1.01748,1,0,0,1,1521,1,1
"1522",-223.931,-10.3091,1.89369,1.09536,0.938008,5.15597,0.747516,0.999272,1,0,0,1,1522,1,1
"1523",-218.477,-5.05217,1.8704,0.979863,0.762126,5.39479,0.722544,0.95756,1,0,0,1,1523,1,1
"1524",-266.677,-1.83027,1.8172,1.09048,0.694496,5.59663,0.746618,0.987236,1,0,0,1,1524,1,1
"1525",-270.853,-4.63452,1.83139,1.05015,0.678954,5.88696,0.756482,1.03838,1,0,0,1,1525,1,1
"1526",-231.81,-3.2575,1.82202,0.983803,0.745666,5.82355,0.774769,1.02403,1,0,0,1,1526,1,1
"1527",-214.891,-2.47531,1.82159,1.0221,0.877673,5.70799,0.729705,0.952137,1,0,0,1,1527,1,1
"1528",-229.71,-0.438198,1.77941,1.04683,0.810288,5.66975,0.743431,0.973237,1,0,0,1,1528,1,1
"1529",-232.227,-1.0454,1.80763,1.06826,0.78836,5.67852,0.759711,1.01253,1,0,0,1,1529,1,1
"1530",-231.726,-2.05422,1.81233,0.969567,0.772603,5.7108,0.766372,0.963657,1,0,0,1,1530,1,1
"1531",-216.034,-4.25882,1.78115,1.05719,0.864929,5.5466,0.728791,0.926684,1,0,0,1,1531,1,1
"1532",-307.038,-3.90592,1.76909,1.04532,0.756746,5.9507,0.709067,0.964252,1,0,0,1,1532,1,1
"1533",-230.046,-3.762,1.79577,0.985053,0.762822,5.91231,0.767264,0.939773,1,0,0,1,1533,1,1
"1534",-218.21,-4.23496,1.80304,0.946175,0.802174,5.37329,0.740963,0.991495,1,0,0,1,1534,1,1
"1535",-231.21,-1.87309,1.81381,1.04495,0.87122,5.77506,0.726154,0.976328,1,0,0,1,1535,1,1
"1536",-231.846,-1.01348,1.80283,1.06566,0.758089,5.59568,0.743709,1.01138,1,0,0,1,1536,1,1
"1537",-304.203,-3.97973,1.76024,1.01044,0.678596,5.68848,0.712908,0.952163,1,0,0,1,1537,1,1
"1538",-215.311,-3.66649,1.77677,1.05997,0.739686,5.42951,0.806198,1.00607,1,0,0,1,1538,1,1
"1539",-234.612,-2.57369,1.80406,1.04854,0.769817,5.69529,0.733287,1.03717,1,0,0,1,1539,1,1
"1540",-235.28,-3.86259,1.74735,1.0134,0.903209,5.70508,0.716982,1.00566,1,0,0,1,1540,1,1
"1541",-231.209,-2.16891,1.78859,0.985421,0.717316,5.6598,0.720716,0.986077,1,0,0,1,1541,1,1
"1542",-267.235,-2.12881,1.77682,1.03471,0.659898,5.64586,0.76998,1.00232,1,0,0,1,1542,1,1
"1543",-213.137,-1.50036,1.79607,1.0028,0.840023,5.732,0.770341,1.00808,1,0,0,1,1543,1,1
"1544",-241.374,-1.2329,1.80955,1.05633,0.751068,5.73675,0.778557,1.00548,1,0,0,1,1544,1,1
"1545",-212.953,-2.21354,1.8513,1.02392,0.86017,5.8107,0.767749,0.993652,1,0,0,1,1545,1,1
"1546",-221.217,-5.65697,1.88365,1.01098,0.942209,5.66227,0.787812,1.00127,1,0,0,1,1546,1,1
"1547",-367.173,-7.0387,1.79476,1.15363,0.679717,5.90971,0.721436,0.98627,1,0,0,1,1547,1,1
"1548",-214.947,-2.95247,1.761,1.10958,0.837707,5.47297,0.744636,0.992026,1,0,0,1,1548,1,1
"1549",-230.323,-4.28006,1.78391,0.989669,0.83691,6.08261,0.744961,0.972656,1,0,0,1,1549,1,1
"1550",-230.061,-1.47566,1.8351,1.05627,0.820209,5.80858,0.748019,0.966139,1,0,0,1,1550,1,1
"1551",-271.738,-2.35369,1.79928,1.0926,0.74182,5.88071,0.74233,1.0004,1,0,0,1,1551,1,1
"1552",-229.867,-1.64725,1.83537,1.01007,0.719298,5.63325,0.735004,0.962407,1,0,0,1,1552,1,1
"1553",-222.015,-5.92777,1.86395,1.0519,0.963591,5.32852,0.741024,0.984,1,0,0,1,1553,1,1
"1554",-213.627,-1.17722,1.79565,1.00381,0.853811,5.64836,0.761952,1.00311,1,0,0,1,1554,1,1
"1555",-304.163,-2.8448,1.80078,1.04399,0.654181,5.86806,0.736079,0.981022,1,0,0,1,1555,1,1
"1556",-230.585,-2.24392,1.71967,1.02163,0.798212,5.6141,0.769442,0.980112,1,0,0,1,1556,1,1
"1557",-215.561,-2.66332,1.75018,1.07443,0.797944,5.38785,0.745595,1.00365,1,0,0,1,1557,1,1
"1558",-215.383,-5.55662,1.86839,0.969303,0.738675,5.85717,0.790167,0.954775,1,0,0,1,1558,1,1
"1559",-218.385,-5.04149,1.75418,1.02558,0.847807,5.32596,0.80674,0.970958,1,0,0,1,1559,1,1
"1560",-229.74,-0.797111,1.79149,1.02102,0.779899,5.72955,0.771946,0.963429,1,0,0,1,1560,1,1
"1561",-216.568,-2.17171,1.84588,0.996662,0.817566,5.52546,0.775628,1.00138,1,0,0,1,1561,1,1
"1562",-216.324,-2.1523,1.82991,1.01197,0.826904,5.5808,0.791021,0.96409,1,0,0,1,1562,1,1
"1563",-218.717,-5.09338,1.83012,1.00211,0.75239,5.42553,0.751667,1.05392,1,0,0,1,1563,1,1
"1564",-231.458,-2.72467,1.73864,0.990952,0.684071,5.61868,0.749272,0.989963,1,0,0,1,1564,1,1
"1565",-267.032,-2.3482,1.72554,1.05729,0.768612,5.78294,0.757665,0.967701,1,0,0,1,1565,1,1
"1566",-365.218,-3.84102,1.78155,1.10088,0.659858,5.76912,0.740303,1.01041,1,0,0,1,1566,1,1
"1567",-212.793,-0.752405,1.80556,1.03574,0.854832,5.59001,0.74928,0.970362,1,0,0,1,1567,1,1
"1568",-231.795,-1.95537,1.7887,1.00102,0.806482,5.8037,0.747401,1.02023,1,0,0,1,1568,1,1
"1569",-268.222,-2.57835,1.71772,1.05923,0.792107,5.54206,0.768213,0.990184,1,0,0,1,1569,1,1
"1570",-216.287,-3.99701,1.76189,1.07674,0.804409,5.50954,0.811286,1.0019,1,0,0,1,1570,1,1
"1571",-214.539,-2.84385,1.83406,1.04584,0.764119,5.28818,0.751113,0.999373,1,0,0,1,1571,1,1
"1572",-214.614,-1.57229,1.80263,1.00635,0.873778,5.62189,0.745282,1.00744,1,0,0,1,1572,1,1
"1573",-229.615,-1.82172,1.76679,1.01682,0.860334,5.85095,0.758384,0.973822,1,0,0,1,1573,1,1
"1574",-269.061,-4.45939,1.73476,1.1189,0.766883,5.47414,0.728057,0.970054,1,0,0,1,1574,1,1
"1575",-233.578,-3.5135,1.81379,1.01369,0.693095,5.62474,0.741661,1.04109,1,0,0,1,1575,1,1
"1576",-230,-1.94327,1.78786,0.972913,0.714068,5.70433,0.747397,0.99495,1,0,0,1,1576,1,1
"1577",-231.262,-0.298242,1.77279,1.04262,0.749309,5.65612,0.749587,0.98453,1,0,0,1,1577,1,1
"1578",-232.215,-1.86885,1.82516,1.03139,0.737534,5.80049,0.723376,1.00216,1,0,0,1,1578,1,1
"1579",-211.752,-1.64292,1.77502,1.01564,0.843947,5.82863,0.774657,0.976137,1,0,0,1,1579,1,1
"1580",-272.764,-5.11836,1.84127,1.07426,0.660686,5.67462,0.709228,1.01685,1,0,0,1,1580,1,1
"1581",-213.477,-1.62887,1.80092,0.996357,0.727151,5.51115,0.780649,0.99065,1,0,0,1,1581,1,1
"1582",-229.735,-0.729396,1.77075,1.04314,0.816069,5.69966,0.744625,0.967194,1,0,0,1,1582,1,1
"1583",-266.73,-1.43277,1.81035,1.05856,0.769078,5.78958,0.749667,0.951678,1,0,0,1,1583,1,1
"1584",-217.621,-3.2391,1.79206,0.970839,0.822363,5.44199,0.760786,0.949714,1,0,0,1,1584,1,1
"1585",-269.748,-5.3822,1.74108,1.12837,0.817123,5.3934,0.725463,0.982464,1,0,0,1,1585,1,1
"1586",-217.67,-8.37472,1.8479,0.921458,0.817729,5.93632,0.783072,0.951953,1,0,0,1,1586,1,1
"1587",-304.138,-3.92701,1.71421,1.00064,0.695044,5.82472,0.750535,0.976967,1,0,0,1,1587,1,1
"1588",-230.378,-0.319972,1.79471,1.03299,0.777334,5.5687,0.747043,0.999692,1,0,0,1,1588,1,1
"1589",-268.866,-2.74196,1.79047,1.103,0.723903,5.47146,0.759717,1.01168,1,0,0,1,1589,1,1
"1590",-215.165,-3.11565,1.87397,0.97704,0.782233,5.72756,0.751952,0.97148,1,0,0,1,1590,1,1
"1591",-233.975,-3.81314,1.80538,0.959951,0.798782,5.63576,0.729956,0.943214,1,0,0,1,1591,1,1
"1592",-216.2,-2.69022,1.8025,0.995035,0.835039,5.77417,0.756202,1.02949,1,0,0,1,1592,1,1
"1593",-251.365,-3.95873,1.82316,1.10189,0.820116,5.90554,0.777236,1.01486,1,0,0,1,1593,1,1
"1594",-213.613,-1.04982,1.78802,1.02689,0.867192,5.54779,0.7475,0.996462,1,0,0,1,1594,1,1
"1595",-219.032,-4.12184,1.81646,1.01438,0.85521,5.54077,0.818571,0.991241,1,0,0,1,1595,1,1
"1596",-306.373,-5.8248,1.70947,1.00843,0.627531,5.80865,0.753704,0.987905,1,0,0,1,1596,1,1
"1597",-217.131,-3.36661,1.79173,1.09195,0.779421,5.51711,0.79957,1.01099,1,0,0,1,1597,1,1
"1598",-230.847,-2.36569,1.81212,1.02051,0.693967,5.5588,0.719908,1.00665,1,0,0,1,1598,1,1
"1599",-218.378,-4.11167,1.88191,1.06254,0.839787,5.36808,0.767661,0.984687,1,0,0,1,1599,1,1
"1600",-231.175,-1.17355,1.82814,1.05182,0.74338,5.60202,0.758811,1.01325,1,0,0,1,1600,1,1
"1601",-230.713,-4.3407,1.84793,1.04079,0.680255,5.33583,0.721063,0.985565,1,0,0,1,1601,1,1
"1602",-251.739,-3.57251,1.72133,1.09516,0.810158,5.47735,0.764487,0.989665,1,0,0,1,1602,1,1
"1603",-213.618,-1.40538,1.80067,1.01703,0.827478,5.63191,0.788547,0.970856,1,0,0,1,1603,1,1
"1604",-269.059,-2.14008,1.74305,1.0844,0.763757,5.73372,0.769344,0.997389,1,0,0,1,1604,1,1
"1605",-216.128,-3.44164,1.81205,0.954738,0.74537,5.56305,0.770833,0.95347,1,0,0,1,1605,1,1
"1606",-267.594,-1.45274,1.74254,1.04776,0.755491,5.67248,0.769146,1.00053,1,0,0,1,1606,1,1
"1607",-233.252,-2.52839,1.78915,1.02306,0.768965,5.54821,0.716496,1.02237,1,0,0,1,1607,1,1
"1608",-218.109,-3.99996,1.81362,1.05988,0.912264,5.30649,0.755389,1.00274,1,0,0,1,1608,1,1
"1609",-277.072,-3.95483,1.73475,1.02172,0.716596,5.83603,0.754871,1.0311,1,0,0,1,1609,1,1
"1610",-212.592,-2.20419,1.80015,1.0528,0.889237,5.79253,0.74598,0.956026,1,0,0,1,1610,1,1
"1611",-233.372,-1.67355,1.74438,1.05483,0.813349,5.69085,0.743655,0.960837,1,0,0,1,1611,1,1
"1612",-261.192,-8.24963,1.73955,1.14932,0.925802,5.79143,0.782699,1.01488,1,0,0,1,1612,1,1
"1613",-218.055,-3.21932,1.79942,1.05138,0.827764,5.66209,0.749973,1.04676,1,0,0,1,1613,1,1
"1614",-215.291,-1.84944,1.83908,1.03063,0.821348,5.47252,0.762451,1.01212,1,0,0,1,1614,1,1
"1615",-213.055,-2.28336,1.788,1.09388,0.846679,5.45159,0.769891,0.982317,1,0,0,1,1615,1,1
"1616",-267.759,-3.423,1.72056,1.07314,0.727577,5.64438,0.777752,0.960899,1,0,0,1,1616,1,1
"1617",-212.502,-1.14714,1.77209,1.04435,0.771485,5.44082,0.769649,0.99142,1,0,0,1,1617,1,1
"1618",-216.642,-5.5476,1.87704,0.997274,0.69105,5.32974,0.732307,1.00469,1,0,0,1,1618,1,1
"1619",-212.295,-2.24372,1.81706,1.03288,0.874496,5.84548,0.777411,0.999669,1,0,0,1,1619,1,1
"1620",-213.087,-0.872394,1.83221,1.02801,0.819957,5.77099,0.751711,0.977527,1,0,0,1,1620,1,1
"1621",-214.735,-2.30541,1.83188,0.991758,0.892529,5.73951,0.747667,0.986742,1,0,0,1,1621,1,1
"1622",-215.242,-4.94439,1.81581,1.03787,0.963294,5.85494,0.792696,1.00203,1,0,0,1,1622,1,1
"1623",-214.66,-2.52589,1.77733,1.02162,0.770889,5.37033,0.790946,0.987176,1,0,0,1,1623,1,1
"1624",-312.347,-4.14316,1.73944,1.07416,0.813108,5.98934,0.732514,0.999637,1,0,0,1,1624,1,1
"1625",-234.678,-4.93559,1.76141,1.09406,0.956164,5.74866,0.723068,0.98056,1,0,0,1,1625,1,1
"1626",-267.638,-9.26014,1.77505,0.925302,0.614197,5.85496,0.721609,0.98921,1,0,0,1,1626,1,1
"1627",-268.003,-3.36407,1.74689,1.07761,0.706446,5.55538,0.792993,0.967432,1,0,0,1,1627,1,1
"1628",-235.653,-1.32285,1.74603,1.02774,0.759959,5.71208,0.773664,0.975549,1,0,0,1,1628,1,1
"1629",-266.642,-1.31663,1.75583,1.02726,0.696185,5.63639,0.761417,0.98893,1,0,0,1,1629,1,1
"1630",-218.629,-5.56518,1.87115,1.0475,0.770821,5.31018,0.738259,0.936986,1,0,0,1,1630,1,1
"1631",-214.174,-2.36786,1.77881,1.03917,0.874998,5.67921,0.776379,1.0207,1,0,0,1,1631,1,1
"1632",-231.785,-4.30299,1.79368,0.970943,0.62935,5.7436,0.750103,0.969614,1,0,0,1,1632,1,1
"1633",-230.128,-0.666486,1.80246,1.02567,0.755118,5.61154,0.76422,0.959101,1,0,0,1,1633,1,1
"1634",-230.389,-1.00975,1.7904,1.00893,0.755399,5.80375,0.742959,0.999301,1,0,0,1,1634,1,1
"1635",-234.402,-2.49701,1.79409,1.06339,0.846698,5.84649,0.717636,0.98471,1,0,0,1,1635,1,1
"1636",-316.155,-6.43772,1.80541,1.0709,0.774073,5.95981,0.6862,1.00363,1,0,0,1,1636,1,1
"1637",-267.636,-1.68253,1.77737,1.0726,0.734871,5.67515,0.787973,0.991301,1,0,0,1,1637,1,1
"1638",-213.654,-2.41167,1.80131,1.0402,0.734641,5.32035,0.776954,0.98512,1,0,0,1,1638,1,1
"1639",-326.217,-5.90047,1.78287,1.14822,0.818335,5.97141,0.768756,0.998374,1,0,0,1,1639,1,1
"1640",-229.955,-1.157,1.85034,1.02337,0.731806,5.6403,0.744972,0.985368,1,0,0,1,1640,1,1
"1641",-221.269,-3.74024,1.84053,1.01981,0.932789,5.43542,0.777644,0.981237,1,0,0,1,1641,1,1
"1642",-213.908,-2.25929,1.79467,1.04593,0.897223,5.73168,0.734171,0.95748,1,0,0,1,1642,1,1
"1643",-268.482,-2.57619,1.77432,1.03568,0.643043,5.67432,0.750691,1.00446,1,0,0,1,1643,1,1
"1644",-233.128,-2.48243,1.77608,1.08835,0.877023,5.65219,0.73654,1.00674,1,0,0,1,1644,1,1
"1645",-219.667,-3.85476,1.80174,1.01579,0.971639,5.51069,0.76203,0.958856,1,0,0,1,1645,1,1
"1646",-230.01,-3.64426,1.82876,0.995492,0.758987,5.99494,0.741446,0.954803,1,0,0,1,1646,1,1
"1647",-281.241,-8.80787,1.83907,1.08051,0.798526,6.16815,0.734066,1.04828,1,0,0,1,1647,1,1
"1648",-266.819,-1.42176,1.83134,1.05924,0.713801,5.75076,0.73788,0.993191,1,0,0,1,1648,1,1
"1649",-240.424,-1.99072,1.76208,1.00677,0.713305,5.77282,0.776673,1.00084,1,0,0,1,1649,1,1
"1650",-232.028,-3.8611,1.74042,0.994851,0.716383,5.32389,0.762556,0.995302,1,0,0,1,1650,1,1
"1651",-217.078,-5.31637,1.77089,1.0468,0.943366,5.74419,0.77301,1.0412,1,0,0,1,1651,1,1
"1652",-230.153,-2.83381,1.84401,1.03568,0.715355,5.6139,0.714785,0.959739,1,0,0,1,1652,1,1
"1653",-216.625,-0.984169,1.77468,1.04949,0.85164,5.6309,0.742925,0.969025,1,0,0,1,1653,1,1
"1654",-230.165,-0.570466,1.77416,1.04395,0.803064,5.6247,0.734669,0.985352,1,0,0,1,1654,1,1
"1655",-235.234,-5.76987,1.80257,0.921553,0.742487,5.54867,0.73741,0.954138,1,0,0,1,1655,1,1
"1656",-233.51,-2.57468,1.79893,1.05726,0.814969,5.54175,0.718791,1.02177,1,0,0,1,1656,1,1
"1657",-213.886,-1.47376,1.81062,1.0589,0.723604,5.47598,0.767431,1.00555,1,0,0,1,1657,1,1
"1658",-229.71,-1.22649,1.82488,0.99682,0.735584,5.67944,0.736079,0.976242,1,0,0,1,1658,1,1
"1659",-316.262,-4.41309,1.76265,1.08367,0.809923,6.04063,0.729635,0.967014,1,0,0,1,1659,1,1
"1660",-216.376,-7.80568,1.81647,0.957679,0.704408,5.78001,0.82627,1.01827,1,0,0,1,1660,1,1
"1661",-215.39,-6.51952,1.92619,1.0394,0.737096,5.72491,0.786304,1.01379,1,0,0,1,1661,1,1
"1662",-266.502,-1.79646,1.76146,1.02232,0.667307,5.6481,0.757114,0.983459,1,0,0,1,1662,1,1
"1663",-305.328,-4.32345,1.77686,1.03304,0.704857,5.91501,0.709129,0.954382,1,0,0,1,1663,1,1
"1664",-215.083,-4.15066,1.72068,1.04316,0.86196,5.40345,0.766901,1.01018,1,0,0,1,1664,1,1
"1665",-267.881,-3.08236,1.77845,1.06244,0.674701,5.43045,0.77819,0.961756,1,0,0,1,1665,1,1
"1666",-216.406,-3.57229,1.80136,1.07126,0.850154,5.67623,0.762921,1.04373,1,0,0,1,1666,1,1
"1667",-214.79,-1.97167,1.7906,0.964733,0.800324,5.56498,0.75571,0.971173,1,0,0,1,1667,1,1
"1668",-229.766,-0.489989,1.78841,1.04499,0.765906,5.57527,0.756741,0.962768,1,0,0,1,1668,1,1
"1669",-213.543,-1.34516,1.83711,0.996827,0.769376,5.63278,0.76644,1.0021,1,0,0,1,1669,1,1
"1670",-212.477,-1.30434,1.85361,1.06162,0.785479,5.55774,0.752048,0.9776,1,0,0,1,1670,1,1
"1671",-213.896,-5.43598,1.86956,0.977903,0.847201,5.98564,0.766161,1.00536,1,0,0,1,1671,1,1
"1672",-232.867,-2.14793,1.74233,1.04445,0.851869,5.79994,0.765694,0.997612,1,0,0,1,1672,1,1
"1673",-214.082,-4.22597,1.88108,1.03885,0.664755,5.47284,0.771316,0.99222,1,0,0,1,1673,1,1
"1674",-213.271,-2.71567,1.76372,1.04261,0.796645,5.64533,0.789013,0.942853,1,0,0,1,1674,1,1
"1675",-231.158,-3.24271,1.8017,1.03092,0.753873,5.45848,0.706422,0.955319,1,0,0,1,1675,1,1
"1676",-232.117,-3.10543,1.83078,1.05861,0.85328,5.8164,0.713986,0.967591,1,0,0,1,1676,1,1
"1677",-230.379,-1.10656,1.78693,0.996875,0.759842,5.71252,0.734704,0.998317,1,0,0,1,1677,1,1
"1678",-232.122,-2.2557,1.76474,0.988416,0.740968,5.67381,0.745602,1.02025,1,0,0,1,1678,1,1
"1679",-232.473,-3.93837,1.88331,1.08956,0.738843,5.66361,0.742048,1.01277,1,0,0,1,1679,1,1
"1680",-267.413,-1.82965,1.78849,1.09106,0.799644,5.84971,0.765047,0.989173,1,0,0,1,1680,1,1
"1681",-213.394,-1.22333,1.84183,1.01196,0.730485,5.54262,0.761989,0.989616,1,0,0,1,1681,1,1
"1682",-266.278,-1.83657,1.81179,1.03642,0.674872,5.78464,0.77225,0.989142,1,0,0,1,1682,1,1
"1683",-309.127,-3.29138,1.7861,1.07107,0.823371,5.91884,0.716986,1.00199,1,0,0,1,1683,1,1
"1684",-212.537,-1.76958,1.78944,0.999732,0.871451,5.79003,0.757656,0.968317,1,0,0,1,1684,1,1
"1685",-266.113,-1.14913,1.81936,1.05006,0.702747,5.76994,0.763836,0.983828,1,0,0,1,1685,1,1
"1686",-265.899,-3.30397,1.77373,1.00863,0.760133,5.98308,0.7744,0.95468,1,0,0,1,1686,1,1
"1687",-214.957,-1.70194,1.8146,1.05513,0.872873,5.45618,0.764034,0.976238,1,0,0,1,1687,1,1
"1688",-266.843,-1.21216,1.78931,1.04064,0.742444,5.79935,0.780442,0.995183,1,0,0,1,1688,1,1
"1689",-232.064,-3.07552,1.79989,0.956464,0.782126,5.685,0.725047,0.967629,1,0,0,1,1689,1,1
"1690",-230.584,-1.2984,1.84552,1.00363,0.784511,5.76546,0.756835,0.986083,1,0,0,1,1690,1,1
"1691",-230.516,-1.80438,1.81209,1.02584,0.675494,5.53645,0.775459,0.990887,1,0,0,1,1691,1,1
"1692",-216.611,-3.04234,1.81613,0.966113,0.767409,5.51302,0.767321,0.950413,1,0,0,1,1692,1,1
"1693",-233.804,-3.94914,1.80754,0.946519,0.704056,5.47161,0.764482,0.974192,1,0,0,1,1693,1,1
"1694",-234.337,-3.21576,1.74178,1.0335,0.87016,5.74173,0.714902,0.980201,1,0,0,1,1694,1,1
"1695",-276.409,-3.03859,1.82495,1.06944,0.755982,5.79278,0.705839,0.98797,1,0,0,1,1695,1,1
"1696",-231.279,-2.8952,1.80637,1.00422,0.897619,5.91145,0.740522,0.987758,1,0,0,1,1696,1,1
"1697",-216.309,-2.17993,1.78004,0.994175,0.797676,5.76531,0.77715,1.01661,1,0,0,1,1697,1,1
"1698",-230.306,-3.12188,1.82547,1.00153,0.840603,5.99027,0.739531,0.990362,1,0,0,1,1698,1,1
"1699",-269.899,-4.11841,1.80113,1.02028,0.737674,5.90371,0.79051,1.03228,1,0,0,1,1699,1,1
"1700",-215.011,-1.35329,1.79498,0.993125,0.837468,5.50148,0.765066,0.988103,1,0,0,1,1700,1,1
"1701",-214.356,-3.16753,1.73424,1.03001,0.761783,5.57098,0.791643,0.954279,1,0,0,1,1701,1,1
"1702",-267.079,-1.79359,1.82952,1.09735,0.754422,5.7252,0.739497,0.984621,1,0,0,1,1702,1,1
"1703",-271.708,-2.71833,1.80782,1.08726,0.672341,5.76467,0.732308,0.989756,1,0,0,1,1703,1,1
"1704",-232.091,-2.14852,1.7848,0.985602,0.758354,5.69545,0.724513,1.00846,1,0,0,1,1704,1,1
"1705",-216.092,-3.20485,1.8343,1.00239,0.739628,5.38003,0.737578,0.950334,1,0,0,1,1705,1,1
"1706",-266.894,-2.42085,1.76158,1.05201,0.863658,5.913,0.762385,0.977213,1,0,0,1,1706,1,1
"1707",-272.344,-2.93133,1.7901,1.11545,0.790191,5.81179,0.734887,1.00173,1,0,0,1,1707,1,1
"1708",-215.936,-2.15954,1.80027,1.01689,0.864305,5.52585,0.722511,1.00454,1,0,0,1,1708,1,1
"1709",-214.871,-3.19882,1.8809,1.03866,0.789658,5.45889,0.729591,0.993495,1,0,0,1,1709,1,1
"1710",-231.139,-2.06907,1.72336,1.03913,0.83008,5.62128,0.761401,0.988101,1,0,0,1,1710,1,1
"1711",-303.671,-4.63909,1.81501,1.00795,0.744217,6.15822,0.7489,0.976053,1,0,0,1,1711,1,1
"1712",-305.654,-2.88986,1.7825,1.05021,0.650712,5.74125,0.73027,1.00373,1,0,0,1,1712,1,1
"1713",-270.833,-5.33028,1.80457,0.993672,0.771364,6.03972,0.703751,0.990321,1,0,0,1,1713,1,1
"1714",-235.349,-6.05605,1.69647,0.984243,0.797817,5.86995,0.783019,1.00483,1,0,0,1,1714,1,1
"1715",-229.87,-1.90204,1.74768,1.04061,0.757064,5.51757,0.738443,0.955789,1,0,0,1,1715,1,1
"1716",-230.262,-1.36887,1.85338,1.01113,0.758903,5.71478,0.741987,0.984256,1,0,0,1,1716,1,1
"1717",-231.114,-1.9076,1.77783,0.994403,0.762512,5.58769,0.760844,0.946238,1,0,0,1,1717,1,1
"1718",-222.118,-4.38596,1.86536,0.983964,0.886891,5.40664,0.748364,0.969659,1,0,0,1,1718,1,1
"1719",-230.806,-1.31259,1.75755,1.01087,0.828033,5.56145,0.740144,0.971185,1,0,0,1,1719,1,1
"1720",-231.586,-3.26057,1.83663,0.982816,0.718116,5.7547,0.772279,0.947834,1,0,0,1,1720,1,1
"1721",-252.842,-5.33413,1.77717,1.08851,0.778226,5.62233,0.830748,0.979845,1,0,0,1,1721,1,1
"1722",-213.42,-1.45342,1.79167,1.03806,0.810758,5.73029,0.777399,1.01578,1,0,0,1,1722,1,1
"1723",-217.267,-5.6907,1.81453,1.03458,0.712903,5.57198,0.797348,0.917486,1,0,0,1,1723,1,1
"1724",-230.51,-2.91491,1.83469,1.05725,0.669617,5.40704,0.749868,0.996535,1,0,0,1,1724,1,1
"1725",-230.115,-1.54921,1.81032,1.03173,0.704942,5.55149,0.757435,0.952001,1,0,0,1,1725,1,1
"1726",-235.124,-4.1626,1.85688,1.06073,0.801305,5.98181,0.74021,1.01749,1,0,0,1,1726,1,1
"1727",-231.191,-2.35503,1.85406,1.01825,0.743312,5.5404,0.719343,0.98529,1,0,0,1,1727,1,1
"1728",-230.758,-2.74225,1.83521,0.980695,0.746317,5.75616,0.722553,0.969505,1,0,0,1,1728,1,1
"1729",-238.339,-1.44043,1.77835,1.03717,0.67473,5.56184,0.756561,0.973872,1,0,0,1,1729,1,1
"1730",-270.31,-5.3925,1.75055,0.990957,0.817441,5.90042,0.704586,0.954485,1,0,0,1,1730,1,1
"1731",-230.233,-3.54849,1.86458,1.01669,0.693295,5.74267,0.731699,0.95296,1,0,0,1,1731,1,1
"1732",-234.343,-2.67099,1.79268,1.00447,0.803253,5.46767,0.729098,1.02497,1,0,0,1,1732,1,1
"1733",-231.583,-0.505319,1.7768,1.03451,0.746931,5.69711,0.741888,0.995792,1,0,0,1,1733,1,1
"1734",-217.237,-7.25286,1.86723,1.00402,0.837267,5.96004,0.771074,0.920626,1,0,0,1,1734,1,1
"1735",-220.029,-5.20313,1.86342,1.05059,0.831632,5.44996,0.813982,1.00154,1,0,0,1,1735,1,1
"1736",-267.867,-1.57883,1.81039,1.03378,0.71611,5.87948,0.73836,0.988181,1,0,0,1,1736,1,1
"1737",-215.48,-4.7359,1.87905,1.04269,0.930884,5.8181,0.761345,1.00391,1,0,0,1,1737,1,1
"1738",-214.816,-3.78812,1.81493,0.99622,0.662667,5.43758,0.789169,0.974493,1,0,0,1,1738,1,1
"1739",-230.597,-2.94345,1.74801,1.04165,0.74545,5.52256,0.735711,0.939982,1,0,0,1,1739,1,1
"1740",-270.986,-2.68944,1.7997,1.09136,0.662695,5.71254,0.754079,1.0005,1,0,0,1,1740,1,1
"1741",-231.145,-1.3956,1.80005,1.0287,0.804397,5.51549,0.722169,0.96848,1,0,0,1,1741,1,1
"1742",-213.528,-2.75488,1.78336,1.05578,0.815797,5.32994,0.737339,0.958631,1,0,0,1,1742,1,1
