"","lp__","lp_approx__","I","m","lam","gamma","beta","alpha","k","tau","delta",".chain",".iteration",".draw","Chain"
"745",-267.738,-2.26023,1.80067,1.01308,0.70519,5.92628,0.747516,0.967472,1,0,0,1,745,1,1
"746",-232.112,-2.17024,1.7975,1.02593,0.695042,5.63484,0.795446,0.995406,1,0,0,1,746,1,1
"747",-235.085,-6.10401,1.82606,0.966157,0.80573,6.11921,0.727127,0.983904,1,0,0,1,747,1,1
"748",-215.529,-2.15811,1.83525,0.984375,0.854689,5.62127,0.734642,0.988614,1,0,0,1,748,1,1
"749",-231.31,-2.66135,1.81312,0.993826,0.676761,5.44506,0.758079,1.00218,1,0,0,1,749,1,1
"750",-213.971,-1.95986,1.85526,1.0562,0.719274,5.50406,0.752338,0.968917,1,0,0,1,750,1,1
"751",-235.757,-7.57216,1.76659,1.00454,0.647901,5.58474,0.830954,0.955315,1,0,0,1,751,1,1
"752",-215.307,-1.3552,1.81859,1.03231,0.859633,5.50299,0.772757,0.978363,1,0,0,1,752,1,1
"753",-249.952,-4.22699,1.75847,1.08138,0.84074,5.76529,0.79763,0.947969,1,0,0,1,753,1,1
"754",-231.698,-1.30287,1.79894,1.0023,0.810386,5.65935,0.728991,1.00397,1,0,0,1,754,1,1
"755",-307.548,-4.37567,1.73943,1.04112,0.793878,6.08108,0.736739,0.984888,1,0,0,1,755,1,1
"756",-212.721,-2.1098,1.74819,1.01528,0.864602,5.59772,0.767635,0.961949,1,0,0,1,756,1,1
"757",-270.914,-5.72051,1.84334,1.08626,0.645696,5.61351,0.788542,1.02733,1,0,0,1,757,1,1
"758",-231.417,-1.32608,1.80392,1.0481,0.755537,5.58856,0.728361,1.01256,1,0,0,1,758,1,1
"759",-278.588,-4.65801,1.80992,1.10356,0.670385,5.71569,0.773468,1.03024,1,0,0,1,759,1,1
"760",-231.401,-3.00653,1.75606,1.04876,0.82082,5.41544,0.732258,0.948994,1,0,0,1,760,1,1
"761",-216.189,-2.73169,1.87543,1.02896,0.80851,5.81274,0.743154,0.966091,1,0,0,1,761,1,1
"762",-214.99,-1.36815,1.83242,1.02624,0.878201,5.57607,0.756695,0.977957,1,0,0,1,762,1,1
"763",-235.199,-3.04122,1.76787,1.04513,0.763029,5.55165,0.7662,1.042,1,0,0,1,763,1,1
"764",-218.113,-3.87021,1.80896,0.959954,0.867261,5.57969,0.717866,0.989024,1,0,0,1,764,1,1
"765",-266.878,-1.63855,1.78724,1.09731,0.774442,5.74572,0.75627,0.964917,1,0,0,1,765,1,1
"766",-213.904,-1.45445,1.79326,1.02345,0.7974,5.36085,0.753948,0.983293,1,0,0,1,766,1,1
"767",-215.76,-3.37999,1.85891,1.03801,0.866871,5.64278,0.740055,1.02721,1,0,0,1,767,1,1
"768",-214.012,-1.68993,1.81377,1.04575,0.796203,5.54002,0.788583,0.960258,1,0,0,1,768,1,1
"769",-214.585,-2.81513,1.86999,1.0675,0.809788,5.43889,0.743907,0.974578,1,0,0,1,769,1,1
"770",-307.366,-5.0602,1.80894,1.02206,0.707927,5.86679,0.690084,0.984305,1,0,0,1,770,1,1
"771",-310.717,-3.70673,1.77509,1.06887,0.722243,5.83578,0.718907,1.02452,1,0,0,1,771,1,1
"772",-267.118,-2.34002,1.81265,1.01442,0.691885,5.85948,0.743453,0.959212,1,0,0,1,772,1,1
"773",-230.723,-1.07015,1.78554,1.0387,0.688785,5.54248,0.753201,0.990164,1,0,0,1,773,1,1
"774",-267.077,-1.3175,1.79112,1.0516,0.694208,5.6768,0.771243,1.00145,1,0,0,1,774,1,1
"775",-213.409,-2.02141,1.74932,1.06304,0.874294,5.55368,0.741413,0.983583,1,0,0,1,775,1,1
"776",-218.159,-7.82319,1.80484,1.14058,0.92093,5.40416,0.78757,1.02292,1,0,0,1,776,1,1
"777",-212.51,-1.00085,1.81507,1.06625,0.785927,5.54647,0.775305,0.995357,1,0,0,1,777,1,1
"778",-231.235,-1.35546,1.79492,1.02489,0.716826,5.75598,0.74252,0.956063,1,0,0,1,778,1,1
"779",-267.915,-1.89126,1.7404,1.07085,0.73864,5.67512,0.769724,0.996452,1,0,0,1,779,1,1
"780",-214.453,-2.32958,1.84626,1.0429,0.785481,5.71716,0.759827,1.02825,1,0,0,1,780,1,1
"781",-275.438,-5.14128,1.73295,1.09882,0.872262,5.94455,0.75067,1.00596,1,0,0,1,781,1,1
"782",-231.217,-0.933346,1.81421,1.05804,0.798134,5.80587,0.769504,0.981705,1,0,0,1,782,1,1
"783",-269.17,-2.83507,1.77491,1.09173,0.696714,5.57177,0.782672,1.00474,1,0,0,1,783,1,1
"784",-213.899,-1.33874,1.74724,1.0374,0.783883,5.59059,0.778648,0.989416,1,0,0,1,784,1,1
"785",-229.825,-1.46027,1.8069,1.00778,0.6821,5.62439,0.766931,0.9936,1,0,0,1,785,1,1
"786",-232.814,-3.14753,1.7853,1.02423,0.866089,5.88867,0.755735,1.02692,1,0,0,1,786,1,1
"787",-251.031,-5.62271,1.80583,1.14987,0.906594,5.77842,0.769512,0.987681,1,0,0,1,787,1,1
"788",-213.957,-3.98184,1.8207,1.0984,0.775131,5.33279,0.734611,1.01363,1,0,0,1,788,1,1
"789",-231.517,-2.13427,1.79687,1.04978,0.868986,5.88773,0.739259,0.998851,1,0,0,1,789,1,1
"790",-326.723,-3.06516,1.74928,1.08741,0.664108,5.70419,0.759791,0.988714,1,0,0,1,790,1,1
"791",-213.057,-0.760873,1.82878,1.02879,0.812737,5.59766,0.760084,1.0027,1,0,0,1,791,1,1
"792",-230.806,-0.795628,1.75592,1.0263,0.785555,5.70759,0.752193,0.997596,1,0,0,1,792,1,1
"793",-269.601,-2.70389,1.81018,1.05421,0.689659,5.75205,0.746158,1.02835,1,0,0,1,793,1,1
"794",-212.385,-1.09707,1.78314,1.08082,0.816498,5.51656,0.754236,0.988135,1,0,0,1,794,1,1
"795",-230.439,-0.63886,1.80934,1.04891,0.812813,5.72081,0.741291,0.998998,1,0,0,1,795,1,1
"796",-212.608,-1.49894,1.81535,1.02342,0.880108,5.79104,0.746329,0.977806,1,0,0,1,796,1,1
"797",-232.604,-2.0491,1.7837,1.0129,0.849847,5.52506,0.721015,0.967389,1,0,0,1,797,1,1
"798",-235.112,-3.94802,1.75493,1.00466,0.731536,5.52476,0.745266,1.04331,1,0,0,1,798,1,1
"799",-214.431,-4.58572,1.83487,1.10821,0.724757,5.32604,0.780675,0.97707,1,0,0,1,799,1,1
"800",-212.557,-2.11794,1.82841,1.05063,0.903011,5.79009,0.76261,0.97964,1,0,0,1,800,1,1
"801",-214.008,-7.74756,1.83548,1.08201,0.943038,6.07012,0.768373,0.941728,1,0,0,1,801,1,1
"802",-215.195,-2.30486,1.83947,1.02145,0.837006,5.61998,0.760699,1.02639,1,0,0,1,802,1,1
"803",-231.437,-2.52916,1.82052,0.993713,0.713751,5.43045,0.729636,0.971089,1,0,0,1,803,1,1
"804",-231.455,-2.1492,1.73277,1.0273,0.788259,5.69575,0.777584,0.964307,1,0,0,1,804,1,1
"805",-213.11,-3.02479,1.83834,1.11277,0.845707,5.63642,0.739061,0.969111,1,0,0,1,805,1,1
"806",-267.445,-2.65564,1.76337,1.06199,0.652908,5.554,0.73793,0.985206,1,0,0,1,806,1,1
"807",-267.626,-1.24162,1.77809,1.06935,0.75243,5.7541,0.767018,1.00584,1,0,0,1,807,1,1
"808",-267.477,-1.50479,1.76335,1.0526,0.703719,5.52399,0.76453,0.999001,1,0,0,1,808,1,1
"809",-267.498,-5.07563,1.7219,0.99746,0.71939,5.84335,0.767991,0.939142,1,0,0,1,809,1,1
"810",-214.896,-1.20217,1.77146,1.0376,0.775339,5.49074,0.759137,1.01188,1,0,0,1,810,1,1
"811",-232.315,-2.38237,1.80466,1.02636,0.699165,5.57281,0.742347,1.02904,1,0,0,1,811,1,1
"812",-212.372,-0.854217,1.82526,1.05329,0.819055,5.62697,0.74652,0.964046,1,0,0,1,812,1,1
"813",-231.271,-2.08793,1.84745,1.02738,0.748459,5.50847,0.725152,0.966314,1,0,0,1,813,1,1
"814",-214.268,-2.33608,1.75581,1.03877,0.870252,5.54204,0.734783,0.956897,1,0,0,1,814,1,1
"815",-214.506,-1.95841,1.84313,1.02606,0.81644,5.6309,0.752173,0.945937,1,0,0,1,815,1,1
"816",-231.596,-2.42896,1.77533,0.97923,0.741759,5.52015,0.725273,0.998615,1,0,0,1,816,1,1
"817",-267.39,-2.17317,1.80051,1.07984,0.723782,5.57606,0.75686,0.945004,1,0,0,1,817,1,1
"818",-213.513,-2.06083,1.77709,1.0168,0.759402,5.46558,0.790437,0.966289,1,0,0,1,818,1,1
"819",-235.772,-2.52949,1.75837,1.04764,0.867166,5.92091,0.758355,0.97785,1,0,0,1,819,1,1
"820",-236.665,-0.972962,1.81098,1.053,0.758996,5.7822,0.767859,0.964247,1,0,0,1,820,1,1
"821",-274.566,-2.68951,1.79379,1.06781,0.692065,5.94602,0.752473,0.97242,1,0,0,1,821,1,1
"822",-249.61,-1.85463,1.78922,1.07215,0.852357,5.85551,0.768305,0.987294,1,0,0,1,822,1,1
"823",-229.978,-1.07738,1.81414,1.02394,0.71907,5.5516,0.753719,0.959351,1,0,0,1,823,1,1
"824",-214.731,-1.8237,1.78268,1.02557,0.852876,5.38873,0.746096,0.993487,1,0,0,1,824,1,1
"825",-252.136,-4.11599,1.80041,1.11181,0.814615,5.65338,0.796394,1.01827,1,0,0,1,825,1,1
"826",-213.652,-3.63418,1.80852,1.08775,0.949413,5.69252,0.751682,0.961387,1,0,0,1,826,1,1
"827",-219.472,-5.56428,1.88668,0.998823,0.844916,5.74877,0.805725,0.96985,1,0,0,1,827,1,1
"828",-215.244,-3.79187,1.86434,1.06714,0.817114,5.6551,0.731248,0.939785,1,0,0,1,828,1,1
"829",-269.652,-2.81542,1.7368,1.06676,0.759538,5.57612,0.780023,1.01494,1,0,0,1,829,1,1
"830",-238.009,-4.6936,1.77491,1.04725,0.857661,5.59,0.687992,0.985076,1,0,0,1,830,1,1
"831",-231.243,-1.74397,1.77205,1.04347,0.717131,5.5361,0.773901,0.955001,1,0,0,1,831,1,1
"832",-214.479,-1.92097,1.81975,1.02112,0.750121,5.36112,0.769516,0.973706,1,0,0,1,832,1,1
"833",-234.177,-2.98638,1.82599,1.03235,0.779511,5.7799,0.708958,1.01333,1,0,0,1,833,1,1
"834",-232.217,-1.49124,1.7939,1.04527,0.748751,5.54302,0.755913,1.02431,1,0,0,1,834,1,1
"835",-232.121,-3.97058,1.80233,1.04049,0.695083,5.4467,0.753224,0.927548,1,0,0,1,835,1,1
"836",-251.402,-3.73334,1.81064,1.09545,0.722494,5.63168,0.806188,1.00134,1,0,0,1,836,1,1
"837",-229.981,-1.89595,1.85641,1.04302,0.701458,5.60009,0.742703,0.995876,1,0,0,1,837,1,1
"838",-233.854,-2.82711,1.73978,1.0362,0.856583,5.76214,0.747043,1.01927,1,0,0,1,838,1,1
"839",-231.145,-4.61539,1.90884,1.06899,0.740112,5.79406,0.740073,0.984808,1,0,0,1,839,1,1
"840",-229.657,-0.279656,1.79082,1.03512,0.744798,5.64284,0.740067,0.986055,1,0,0,1,840,1,1
"841",-214.197,-1.39906,1.7973,0.977056,0.78049,5.66755,0.766859,0.971582,1,0,0,1,841,1,1
"842",-230.186,-1.25747,1.76128,1.01076,0.749537,5.54821,0.773912,0.971075,1,0,0,1,842,1,1
"843",-212.776,-1.2899,1.77628,1.04278,0.749834,5.48525,0.781554,0.99269,1,0,0,1,843,1,1
"844",-213.192,-1.91263,1.84415,1.09285,0.747177,5.54135,0.759811,0.984075,1,0,0,1,844,1,1
"845",-213.361,-1.13303,1.8471,1.01978,0.790843,5.60663,0.751802,1.00285,1,0,0,1,845,1,1
"846",-306.181,-3.72511,1.78088,1.02135,0.724627,6.0468,0.733565,1.00557,1,0,0,1,846,1,1
"847",-232.634,-3.22399,1.79071,1.08381,0.697121,5.35149,0.747597,1.00503,1,0,0,1,847,1,1
"848",-216.89,-3.70529,1.77482,1.04397,0.953119,5.50167,0.744224,1.01443,1,0,0,1,848,1,1
"849",-267.255,-1.72892,1.79039,1.10402,0.739557,5.62404,0.739267,0.980879,1,0,0,1,849,1,1
"850",-214.96,-2.43997,1.78494,1.05838,0.905427,5.4212,0.752335,0.991399,1,0,0,1,850,1,1
"851",-214.287,-2.28444,1.86128,1.02843,0.749604,5.50157,0.77127,1.00747,1,0,0,1,851,1,1
"852",-213.683,-4.42794,1.87452,0.987674,0.757723,5.85946,0.788794,0.998614,1,0,0,1,852,1,1
"853",-213.279,-1.94352,1.83045,1.04364,0.745963,5.36687,0.747293,0.969672,1,0,0,1,853,1,1
"854",-215.356,-4.37033,1.76556,0.965294,0.922657,5.81565,0.741766,0.975214,1,0,0,1,854,1,1
"855",-215.142,-3.71987,1.79898,1.00782,0.709084,5.30001,0.75674,0.949597,1,0,0,1,855,1,1
"856",-212.831,-0.665834,1.80934,1.03542,0.791493,5.45375,0.756049,0.985712,1,0,0,1,856,1,1
"857",-306.286,-3.75304,1.72689,0.999864,0.790341,5.92985,0.73345,0.991562,1,0,0,1,857,1,1
"858",-230.117,-0.229998,1.78292,1.05373,0.783525,5.63457,0.745669,0.984989,1,0,0,1,858,1,1
"859",-270.088,-2.13161,1.73615,1.0721,0.751145,5.80962,0.755339,0.984584,1,0,0,1,859,1,1
"860",-211.923,-1.82907,1.81276,1.03499,0.820753,5.8786,0.782671,0.988333,1,0,0,1,860,1,1
"861",-216.968,-4.05506,1.76301,1.04384,0.981477,5.50653,0.768796,0.989839,1,0,0,1,861,1,1
"862",-267.308,-4.09431,1.84284,1.05269,0.64347,5.86966,0.775648,0.99597,1,0,0,1,862,1,1
"863",-233.372,-2.82954,1.81238,1.04246,0.740297,5.46575,0.744941,1.0363,1,0,0,1,863,1,1
"864",-231.366,-1.97184,1.76036,1.0023,0.73863,5.45753,0.745286,1.00709,1,0,0,1,864,1,1
"865",-306.779,-3.42287,1.81588,1.08653,0.738242,5.77608,0.705263,0.979402,1,0,0,1,865,1,1
"866",-234.878,-2.44626,1.77898,1.02951,0.724839,5.65337,0.742962,1.03532,1,0,0,1,866,1,1
"867",-214.229,-2.3886,1.8376,1.03496,0.825449,5.69609,0.747471,0.939408,1,0,0,1,867,1,1
"868",-217.307,-2.9678,1.84572,0.97379,0.763164,5.4269,0.769764,0.983733,1,0,0,1,868,1,1
"869",-233.52,-2.70221,1.86739,1.07419,0.738186,5.78232,0.735425,0.989907,1,0,0,1,869,1,1
"870",-269.24,-2.41736,1.76517,1.01267,0.68719,5.75226,0.742494,0.953313,1,0,0,1,870,1,1
"871",-266.99,-1.82431,1.81346,1.04881,0.685615,5.80307,0.761016,1.00418,1,0,0,1,871,1,1
"872",-266.501,-2.34838,1.76477,1.01404,0.700991,5.71789,0.77393,0.951311,1,0,0,1,872,1,1
"873",-253.362,-3.60805,1.80714,1.04726,0.810278,5.95669,0.785258,1.02172,1,0,0,1,873,1,1
"874",-232.395,-5.78011,1.70207,0.982992,0.687536,5.42474,0.739311,0.995269,1,0,0,1,874,1,1
"875",-233.659,-2.68963,1.79467,0.999144,0.817057,5.512,0.711355,1.00248,1,0,0,1,875,1,1
"876",-211.858,-1.36354,1.76443,1.03378,0.869828,5.70997,0.7699,0.984827,1,0,0,1,876,1,1
"877",-220.887,-3.76225,1.82977,0.998904,0.832022,5.32455,0.788214,0.974282,1,0,0,1,877,1,1
"878",-222.094,-5.30984,1.86092,1.01353,0.772074,5.34814,0.792986,0.943912,1,0,0,1,878,1,1
"879",-215.493,-1.48503,1.82153,1.0114,0.873313,5.52837,0.747707,0.97333,1,0,0,1,879,1,1
"880",-214.925,-1.51759,1.75916,1.07659,0.780054,5.48513,0.761778,0.972926,1,0,0,1,880,1,1
"881",-312.482,-4.72018,1.76897,1.06842,0.768847,5.62755,0.700099,1.03011,1,0,0,1,881,1,1
"882",-231.32,-2.11451,1.81739,1.1008,0.794992,5.56301,0.732078,0.967949,1,0,0,1,882,1,1
"883",-231.787,-4.46239,1.78089,0.997525,0.875457,6.05098,0.743768,1.0054,1,0,0,1,883,1,1
"884",-213.607,-1.92083,1.78556,1.06706,0.889544,5.51327,0.747029,1.00002,1,0,0,1,884,1,1
"885",-213.77,-1.00762,1.81065,0.9872,0.816948,5.61879,0.755286,0.990192,1,0,0,1,885,1,1
"886",-214.764,-1.36007,1.82551,0.994912,0.772335,5.60997,0.754386,1.01125,1,0,0,1,886,1,1
"887",-213.457,-1.83931,1.77158,1.08922,0.777457,5.43495,0.761558,0.984153,1,0,0,1,887,1,1
"888",-367.494,-7.95861,1.67457,1.05541,0.644487,5.70636,0.775562,1.00775,1,0,0,1,888,1,1
"889",-215.957,-3.94102,1.87069,1.01122,0.88258,5.74377,0.726852,1.00747,1,0,0,1,889,1,1
"890",-232.464,-3.78326,1.73242,0.981876,0.746393,5.37071,0.755186,0.997189,1,0,0,1,890,1,1
"891",-235.069,-2.59713,1.75938,0.99256,0.716806,5.81962,0.750115,1.01281,1,0,0,1,891,1,1
"892",-215.859,-6.21674,1.79213,1.07112,1.02043,5.77779,0.733607,0.951058,1,0,0,1,892,1,1
"893",-306.59,-2.60187,1.81024,1.05525,0.740698,5.86831,0.717223,1.00364,1,0,0,1,893,1,1
"894",-327.393,-4.77509,1.80732,1.10008,0.741764,5.90819,0.785816,0.94162,1,0,0,1,894,1,1
"895",-214.292,-2.10521,1.78195,1.08182,0.871181,5.77437,0.75384,0.963496,1,0,0,1,895,1,1
"896",-252.503,-5.096,1.79957,1.11872,0.761406,5.53728,0.815062,0.974221,1,0,0,1,896,1,1
"897",-213.303,-3.25648,1.73938,1.03818,0.833571,5.37979,0.750366,0.953932,1,0,0,1,897,1,1
"898",-218.634,-5.71992,1.80049,1.08007,0.889613,5.18342,0.761806,0.966943,1,0,0,1,898,1,1
"899",-214.615,-2.81141,1.8373,1.01833,0.710862,5.33861,0.741661,0.974857,1,0,0,1,899,1,1
"900",-215.019,-2.29979,1.79348,1.0488,0.892847,5.77533,0.741618,1.0141,1,0,0,1,900,1,1
"901",-305.939,-4.76911,1.70806,1.04839,0.77239,5.89899,0.748661,0.947741,1,0,0,1,901,1,1
"902",-216.364,-2.76188,1.74455,1.09707,0.809492,5.45744,0.762024,0.976965,1,0,0,1,902,1,1
"903",-219.024,-4.7002,1.81565,1.02235,0.782383,5.26875,0.760846,0.933747,1,0,0,1,903,1,1
"904",-306.589,-4.86276,1.76025,1.04276,0.604381,5.69644,0.729194,1.00044,1,0,0,1,904,1,1
"905",-230.082,-0.526632,1.78561,1.02481,0.769807,5.67909,0.7769,0.985792,1,0,0,1,905,1,1
"906",-212.26,-0.718313,1.79817,1.05329,0.82526,5.51268,0.746526,0.973241,1,0,0,1,906,1,1
"907",-273.401,-4.83423,1.78392,1.06579,0.708881,5.604,0.777678,1.05393,1,0,0,1,907,1,1
"908",-267.37,-1.37329,1.76508,1.07154,0.79142,5.78455,0.767347,0.997663,1,0,0,1,908,1,1
"909",-231.833,-3.31012,1.7634,1.02446,0.713371,5.35349,0.733676,1.01459,1,0,0,1,909,1,1
"910",-233.038,-1.14258,1.81373,1.06949,0.721926,5.58199,0.772352,0.973946,1,0,0,1,910,1,1
"911",-231.415,-2.97129,1.83739,0.964621,0.738891,5.7743,0.772792,0.993813,1,0,0,1,911,1,1
"912",-213.922,-0.431676,1.80252,1.01925,0.760671,5.51672,0.75552,0.992362,1,0,0,1,912,1,1
"913",-268.516,-4.83073,1.70455,0.985477,0.718423,5.82082,0.769883,0.970353,1,0,0,1,913,1,1
"914",-230.724,-2.53464,1.84954,1.02536,0.694489,5.78064,0.778596,0.969384,1,0,0,1,914,1,1
"915",-219.147,-4.78186,1.81202,1.04704,0.917019,5.61837,0.795874,0.937777,1,0,0,1,915,1,1
"916",-268.529,-3.52492,1.74873,1.05045,0.659049,5.64955,0.789074,0.999832,1,0,0,1,916,1,1
"917",-211.665,-0.936669,1.79984,1.02724,0.833688,5.80506,0.768611,0.981017,1,0,0,1,917,1,1
"918",-268.054,-3.61975,1.83134,1.1311,0.759617,5.61437,0.731351,0.968997,1,0,0,1,918,1,1
"919",-215.389,-4.49089,1.84001,1.08548,0.953646,5.72583,0.769683,0.960182,1,0,0,1,919,1,1
"920",-216.783,-4.40379,1.77589,0.992594,0.910915,5.76157,0.758567,1.03504,1,0,0,1,920,1,1
"921",-229.919,-2.19425,1.81381,1.03515,0.683528,5.60448,0.728983,0.955904,1,0,0,1,921,1,1
"922",-234.19,-3.77856,1.77649,0.949668,0.829296,5.7001,0.750173,1.0166,1,0,0,1,922,1,1
"923",-229.11,-1.67563,1.788,0.985545,0.750404,5.82209,0.748326,0.968271,1,0,0,1,923,1,1
"924",-266.219,-2.40386,1.81283,1.06426,0.742434,5.96223,0.763321,0.966457,1,0,0,1,924,1,1
"925",-326.839,-4.58029,1.75259,1.11344,0.724999,5.64774,0.752247,0.935532,1,0,0,1,925,1,1
"926",-213.278,-0.656389,1.8193,1.01982,0.811799,5.5675,0.763396,0.998353,1,0,0,1,926,1,1
"927",-218.462,-5.46989,1.74415,0.984256,0.995304,5.5675,0.762426,0.979061,1,0,0,1,927,1,1
"928",-270.712,-3.02219,1.75713,1.06375,0.804638,5.80294,0.724134,0.948405,1,0,0,1,928,1,1
"929",-304.466,-4.10368,1.71509,1.02474,0.700191,5.78182,0.730301,0.959409,1,0,0,1,929,1,1
"930",-214.345,-3.00087,1.74943,1.05833,0.783019,5.55549,0.790567,0.949275,1,0,0,1,930,1,1
"931",-267.53,-2.17589,1.82226,1.06723,0.678055,5.63624,0.779835,0.994574,1,0,0,1,931,1,1
"932",-214.583,-2.72496,1.7795,1.0136,0.888238,5.6801,0.791299,0.963478,1,0,0,1,932,1,1
"933",-230.498,-1.45182,1.77519,1.04745,0.804397,5.66666,0.763404,0.94683,1,0,0,1,933,1,1
"934",-217.595,-2.62222,1.88671,1.01629,0.747566,5.66368,0.7449,0.987494,1,0,0,1,934,1,1
"935",-215.186,-2.42937,1.8308,1.05222,0.800426,5.48103,0.763954,0.941596,1,0,0,1,935,1,1
"936",-218.804,-4.54352,1.85998,0.957076,0.746007,5.433,0.752408,0.959722,1,0,0,1,936,1,1
"937",-363.737,-5.98637,1.6978,1.06391,0.702308,5.87694,0.753574,0.94791,1,0,0,1,937,1,1
"938",-214.322,-2.81399,1.78456,1.04458,0.853573,5.69735,0.796709,1.0157,1,0,0,1,938,1,1
"939",-229.353,-1.03546,1.83949,1.0272,0.719302,5.70687,0.745449,0.986369,1,0,0,1,939,1,1
"940",-218.144,-2.99402,1.85972,0.981559,0.846221,5.5021,0.742773,0.977743,1,0,0,1,940,1,1
"941",-214.026,-1.68712,1.8123,0.977561,0.739214,5.5872,0.773799,0.986685,1,0,0,1,941,1,1
"942",-220.182,-4.54523,1.79829,1.0115,0.992774,5.58569,0.785324,0.974581,1,0,0,1,942,1,1
"943",-232.662,-0.41486,1.78554,1.03641,0.735152,5.72236,0.760044,0.975533,1,0,0,1,943,1,1
"944",-272.904,-4.67997,1.69104,1.00209,0.786867,5.81287,0.751006,0.997255,1,0,0,1,944,1,1
"945",-230.441,-4.44692,1.70238,0.996069,0.785086,5.69782,0.755034,0.949166,1,0,0,1,945,1,1
"946",-211.988,-0.365886,1.79102,1.02638,0.833948,5.65405,0.760269,0.983178,1,0,0,1,946,1,1
"947",-212.397,-0.882989,1.81333,1.05983,0.764216,5.47816,0.751288,0.969784,1,0,0,1,947,1,1
"948",-212.854,-2.06941,1.80302,1.07728,0.874181,5.81039,0.76559,0.997367,1,0,0,1,948,1,1
"949",-212.629,-1.54695,1.76462,1.05544,0.864424,5.51788,0.742214,0.97484,1,0,0,1,949,1,1
"950",-230.6,-2.41718,1.82593,1.00817,0.671974,5.60913,0.782332,0.974119,1,0,0,1,950,1,1
"951",-233.004,-1.09831,1.76776,1.03009,0.76931,5.75939,0.764604,1.00917,1,0,0,1,951,1,1
"952",-213.659,-1.14351,1.85539,1.04987,0.766446,5.69869,0.756261,0.986373,1,0,0,1,952,1,1
"953",-269.953,-5.1515,1.78435,1.01862,0.721495,5.4815,0.685044,0.987279,1,0,0,1,953,1,1
"954",-229.459,-1.79165,1.80969,1.00822,0.675738,5.5075,0.743654,0.98469,1,0,0,1,954,1,1
"955",-230.883,-1.39588,1.81754,1.05434,0.723917,5.47528,0.753501,1.00717,1,0,0,1,955,1,1
"956",-326.993,-4.36553,1.8405,1.13852,0.754597,5.83521,0.745214,0.991159,1,0,0,1,956,1,1
"957",-219.568,-4.83645,1.78494,0.994859,0.889033,5.55741,0.818049,0.986733,1,0,0,1,957,1,1
"958",-215.702,-2.43251,1.7918,1.01345,0.857995,5.58015,0.794258,1.00635,1,0,0,1,958,1,1
"959",-213.31,-1.52347,1.82407,1.04445,0.756967,5.51608,0.778483,0.958449,1,0,0,1,959,1,1
"960",-267.694,-1.74328,1.76013,1.09255,0.818705,5.72358,0.760209,0.990264,1,0,0,1,960,1,1
"961",-365.621,-7.05528,1.82303,1.13851,0.730358,6.09444,0.7338,0.992306,1,0,0,1,961,1,1
"962",-270.947,-2.33929,1.77003,1.05106,0.715643,5.78939,0.747157,1.02464,1,0,0,1,962,1,1
"963",-212.542,-1.61319,1.80425,1.03106,0.879551,5.76769,0.771497,0.999426,1,0,0,1,963,1,1
"964",-326.786,-5.63833,1.70277,1.08466,0.729516,5.72103,0.800575,0.978305,1,0,0,1,964,1,1
"965",-231.006,-2.64436,1.77743,1.07559,0.726087,5.41884,0.739463,0.953157,1,0,0,1,965,1,1
"966",-229.96,-2.36166,1.82347,1.05071,0.661206,5.48716,0.745529,0.970973,1,0,0,1,966,1,1
"967",-232.226,-1.46108,1.78172,0.994027,0.807081,5.55475,0.733789,1.00292,1,0,0,1,967,1,1
"968",-216.671,-4.39156,1.82371,0.953968,0.857107,5.75362,0.772077,1.0182,1,0,0,1,968,1,1
"969",-235.647,-6.05429,1.86705,1.02836,0.719703,5.94847,0.765123,1.04411,1,0,0,1,969,1,1
"970",-231.771,-2.59165,1.78101,1.02261,0.706464,5.68059,0.769325,0.937774,1,0,0,1,970,1,1
"971",-267.162,-2.82041,1.8449,1.07633,0.686609,5.60824,0.743182,0.955296,1,0,0,1,971,1,1
"972",-224.733,-6.40872,1.88875,0.950989,0.89087,5.53657,0.761438,0.96693,1,0,0,1,972,1,1
"973",-216.233,-2.91898,1.84589,0.996488,0.794964,5.58517,0.786873,1.01641,1,0,0,1,973,1,1
"974",-305.612,-2.78743,1.71726,1.05199,0.761242,5.71474,0.730215,0.975299,1,0,0,1,974,1,1
"975",-212.917,-0.976972,1.82013,1.04593,0.732713,5.56453,0.774653,0.99812,1,0,0,1,975,1,1
"976",-236.077,-3.1714,1.71334,1.04403,0.836953,5.69471,0.73139,0.994168,1,0,0,1,976,1,1
"977",-216.459,-6.90457,1.87176,1.11467,0.871341,5.80706,0.794975,1.01901,1,0,0,1,977,1,1
"978",-233.275,-3.5063,1.73618,1.00147,0.678163,5.55719,0.762563,1.01459,1,0,0,1,978,1,1
"979",-268.493,-5.42913,1.8142,1.04342,0.5761,5.73236,0.75952,0.983595,1,0,0,1,979,1,1
"980",-229.992,-2.51371,1.8064,0.988388,0.672176,5.55247,0.73385,0.994422,1,0,0,1,980,1,1
"981",-267.673,-0.970784,1.80486,1.05213,0.759446,5.79477,0.736335,0.999342,1,0,0,1,981,1,1
"982",-231.615,-2.37927,1.83223,1.05742,0.660349,5.53063,0.761316,0.972579,1,0,0,1,982,1,1
"983",-266.284,-2.36727,1.7736,1.05569,0.76973,5.85695,0.77616,0.950143,1,0,0,1,983,1,1
"984",-229.566,-1.16876,1.76228,1.01471,0.744713,5.49666,0.744001,0.971736,1,0,0,1,984,1,1
