"","lp__","lp_approx__","I","m","lam","gamma","beta","alpha","k","tau","delta",".chain",".iteration",".draw"
"1513",-5188.92,-3.71292,1.31185,0.848955,1.01109,5.37848,0.842199,1.44621,1,0,0,1,1513,1513
"1514",-5190.36,-3.23172,1.32209,0.846424,1.04491,5.51919,0.843853,1.45369,1,0,0,1,1514,1514
"1515",-5189.3,-1.69277,1.32591,0.85794,0.993097,5.40348,0.862026,1.46363,1,0,0,1,1515,1515
"1516",-5189.08,-2.70891,1.31819,0.851184,1.06028,5.5373,0.853173,1.4483,1,0,0,1,1516,1516
"1517",-5192.49,-0.594751,1.33015,0.847314,0.983273,5.36434,0.859401,1.44669,1,0,0,1,1517,1517
"1518",-5199.75,-2.02232,1.34481,0.837528,1.04889,5.43329,0.86225,1.44581,1,0,0,1,1518,1518
"1519",-5193.32,-0.672289,1.33962,0.847506,0.983755,5.41439,0.853425,1.44885,1,0,0,1,1519,1519
"1520",-5191.84,-3.54551,1.31975,0.880652,0.971775,5.5201,0.850819,1.43917,1,0,0,1,1520,1520
"1521",-5198.89,-3.67189,1.32105,0.86434,1.01079,5.31054,0.864257,1.41748,1,0,0,1,1521,1521
"1522",-5193.63,-3.635,1.34052,0.82695,0.981563,5.40212,0.848244,1.46966,1,0,0,1,1522,1522
"1523",-5199.96,-1.34053,1.3339,0.848386,1.00604,5.2863,0.86321,1.43218,1,0,0,1,1523,1523
"1524",-5206.96,-4.51391,1.35504,0.834492,1.06894,5.34158,0.847632,1.43928,1,0,0,1,1524,1524
"1525",-5193.38,-0.548092,1.33999,0.848036,1.00676,5.45561,0.852102,1.44761,1,0,0,1,1525,1525
"1526",-5201.45,-6.29654,1.33133,0.866178,1.12374,5.38833,0.8647,1.43827,1,0,0,1,1526,1526
"1527",-5199.07,-3.97796,1.33699,0.856202,0.967507,5.32808,0.843994,1.42092,1,0,0,1,1527,1527
"1528",-5190.24,-2.72002,1.32279,0.88229,0.992405,5.44681,0.848936,1.45438,1,0,0,1,1528,1528
"1529",-5193.37,-1.9171,1.33545,0.855294,0.990859,5.1835,0.850868,1.45533,1,0,0,1,1529,1529
"1530",-5191.55,-2.58476,1.33431,0.854875,0.995215,5.46476,0.866265,1.46562,1,0,0,1,1530,1530
"1531",-5198.45,-1.79818,1.34289,0.849533,1.05515,5.27812,0.857032,1.45572,1,0,0,1,1531,1531
"1532",-5205.38,-3.54244,1.33189,0.84884,0.997338,5.23063,0.857644,1.41256,1,0,0,1,1532,1532
"1533",-5205.9,-5.93541,1.3377,0.873591,1.11389,5.31078,0.852016,1.4284,1,0,0,1,1533,1533
"1534",-5197.28,-3.12752,1.33358,0.825533,1.06309,5.43815,0.863705,1.45226,1,0,0,1,1534,1534
"1535",-5194.06,-0.522048,1.33087,0.844146,1.01223,5.42984,0.860057,1.43847,1,0,0,1,1535,1535
"1536",-5197.3,-2.12848,1.33108,0.863618,1.04046,5.39567,0.848756,1.42473,1,0,0,1,1536,1536
"1537",-5204.76,-4.04807,1.35521,0.822627,1.02891,5.28308,0.854108,1.45755,1,0,0,1,1537,1537
"1538",-5191.42,-6.07812,1.32056,0.821366,0.982028,5.41034,0.837551,1.45101,1,0,0,1,1538,1538
"1539",-5195.5,-2.63877,1.33243,0.872424,1.04485,5.23766,0.863447,1.45587,1,0,0,1,1539,1539
"1540",-5190.2,-3.2453,1.32037,0.851377,1.03406,5.2665,0.845766,1.46532,1,0,0,1,1540,1540
"1541",-5195.89,-3.21956,1.34233,0.826056,0.977581,5.55119,0.859268,1.45579,1,0,0,1,1541,1541
"1542",-5200.88,-1.12747,1.33883,0.850639,1.01289,5.24859,0.85856,1.43307,1,0,0,1,1542,1542
"1543",-5192.8,-1.36012,1.33106,0.840006,1.02403,5.46893,0.847232,1.43989,1,0,0,1,1543,1543
"1544",-5204.73,-3.43298,1.35016,0.864006,0.995636,5.14294,0.855964,1.43648,1,0,0,1,1544,1544
"1545",-5190.68,-3.52869,1.33026,0.849572,0.952796,5.43411,0.8582,1.47173,1,0,0,1,1545,1545
"1546",-5197.52,-2.13734,1.32774,0.835005,0.972732,5.24747,0.856517,1.43332,1,0,0,1,1546,1546
"1547",-5199.53,-1.52411,1.33732,0.843707,1.00995,5.43576,0.854738,1.42305,1,0,0,1,1547,1547
"1548",-5202.85,-3.61507,1.34078,0.807332,1.02295,5.40494,0.859271,1.44545,1,0,0,1,1548,1548
"1549",-5210.52,-5.93267,1.34069,0.829685,0.981517,5.47103,0.857862,1.40458,1,0,0,1,1549,1549
"1550",-5189.28,-1.4131,1.33082,0.859282,1.00044,5.5197,0.858798,1.46016,1,0,0,1,1550,1550
"1551",-5192.1,-1.28966,1.33316,0.839313,1.02719,5.34462,0.849736,1.46017,1,0,0,1,1551,1551
"1552",-5195.79,-4.56367,1.3326,0.820868,1.05754,5.30259,0.844489,1.46192,1,0,0,1,1552,1552
"1553",-5191.89,-1.77012,1.32456,0.828105,0.992736,5.39267,0.858227,1.4575,1,0,0,1,1553,1553
"1554",-5198.62,-2.28233,1.3498,0.854088,1.05573,5.3533,0.854641,1.45682,1,0,0,1,1554,1554
"1555",-5190.91,-1.37189,1.32405,0.859669,0.989544,5.38144,0.848314,1.43643,1,0,0,1,1555,1555
"1556",-5199.79,-3.46253,1.32693,0.872914,1.04465,5.30165,0.85201,1.41781,1,0,0,1,1556,1556
"1557",-5190.43,-0.769384,1.32438,0.855802,0.998431,5.44563,0.852168,1.43835,1,0,0,1,1557,1557
"1558",-5200.62,-5.21067,1.34148,0.814375,0.937254,5.41651,0.853692,1.44716,1,0,0,1,1558,1558
"1559",-5187.54,-2.7898,1.31195,0.847287,1.03096,5.44676,0.853203,1.46123,1,0,0,1,1559,1559
"1560",-5204.98,-3.34868,1.35589,0.860036,1.04534,5.37495,0.848766,1.4352,1,0,0,1,1560,1560
"1561",-5205.66,-2.27199,1.34606,0.828008,1.03714,5.32481,0.857391,1.43396,1,0,0,1,1561,1561
"1562",-5193.47,-0.382322,1.33205,0.84383,1.00551,5.44445,0.856664,1.43847,1,0,0,1,1562,1562
"1563",-5189.34,-3.12746,1.31867,0.829782,0.981302,5.52807,0.851932,1.45679,1,0,0,1,1563,1563
"1564",-5198.59,-1.16475,1.33763,0.857535,1.01498,5.20645,0.857008,1.43971,1,0,0,1,1564,1564
"1565",-5195.6,-0.925433,1.33144,0.861742,1.00731,5.26265,0.860489,1.43912,1,0,0,1,1565,1565
"1566",-5196.56,-6.0998,1.35645,0.872879,1.03234,5.56673,0.861126,1.47218,1,0,0,1,1566,1566
"1567",-5195.85,-2.19134,1.34167,0.86211,1.06155,5.3255,0.856512,1.46091,1,0,0,1,1567,1567
"1568",-5198.94,-1.75988,1.32952,0.858571,1.0189,5.20945,0.857322,1.4286,1,0,0,1,1568,1568
"1569",-5195.71,-0.950081,1.34146,0.837064,1.02024,5.46337,0.853001,1.44347,1,0,0,1,1569,1569
"1570",-5188.47,-2.23237,1.32172,0.839259,1.01676,5.58102,0.853596,1.45446,1,0,0,1,1570,1570
"1571",-5193.3,-2.01907,1.33022,0.863718,1.06459,5.30527,0.856017,1.45867,1,0,0,1,1571,1571
"1572",-5197.93,-4.17452,1.35261,0.845366,1.00448,5.67383,0.857548,1.44635,1,0,0,1,1572,1572
"1573",-5204.34,-7.48397,1.33139,0.8347,1.01323,5.24589,0.877748,1.46901,1,0,0,1,1573,1573
"1574",-5188.04,-2.56816,1.32275,0.85981,1.02416,5.51536,0.861054,1.46654,1,0,0,1,1574,1574
"1575",-5194.47,-2.77799,1.34271,0.886848,0.994381,5.41326,0.850095,1.45363,1,0,0,1,1575,1575
"1576",-5195.77,-3.18234,1.33646,0.837792,1.07964,5.53061,0.860091,1.44511,1,0,0,1,1576,1576
"1577",-5187.53,-3.31329,1.3075,0.865533,1.01157,5.39454,0.861005,1.45222,1,0,0,1,1577,1577
"1578",-5193.41,-1.68837,1.33551,0.8776,1.04716,5.36248,0.854507,1.45306,1,0,0,1,1578,1578
"1579",-5192.33,-2.19122,1.31711,0.86242,1.04027,5.31301,0.85137,1.43323,1,0,0,1,1579,1579
"1580",-5190.84,-1.5314,1.32283,0.842689,0.967764,5.42217,0.857698,1.44466,1,0,0,1,1580,1580
"1581",-5196.81,-3.18167,1.35044,0.873433,1.04477,5.48731,0.851928,1.45731,1,0,0,1,1581,1581
"1582",-5191.81,-3.55348,1.31178,0.836701,1.02406,5.37626,0.847634,1.42891,1,0,0,1,1582,1582
"1583",-5192.53,-3.18166,1.32521,0.830325,1.03336,5.2963,0.843142,1.45327,1,0,0,1,1583,1583
"1584",-5195.37,-4.15247,1.31191,0.852254,1.03215,5.25957,0.86838,1.44132,1,0,0,1,1584,1584
"1585",-5189.65,-2.47027,1.32695,0.862351,1.03851,5.40447,0.859004,1.47174,1,0,0,1,1585,1585
"1586",-5196.51,-1.72162,1.34145,0.827125,0.99615,5.395,0.858028,1.45644,1,0,0,1,1586,1586
"1587",-5194.95,-4.30873,1.31502,0.827897,1.07088,5.33827,0.862122,1.45338,1,0,0,1,1587,1587
"1588",-5195.51,-2.80381,1.33626,0.856218,0.94069,5.35531,0.861002,1.44182,1,0,0,1,1588,1588
"1589",-5207.79,-8.66135,1.35724,0.871952,1.07677,5.27926,0.871966,1.46488,1,0,0,1,1589,1589
"1590",-5197.27,-3.28699,1.32871,0.839665,1.00174,5.11891,0.847607,1.43863,1,0,0,1,1590,1590
"1591",-5192.19,-1.15333,1.33655,0.854422,1.02466,5.40803,0.847001,1.45453,1,0,0,1,1591,1591
"1592",-5193.88,-2.78131,1.33168,0.820959,0.969414,5.37438,0.85055,1.45419,1,0,0,1,1592,1592
"1593",-5195.54,-3.76508,1.34482,0.883754,1.00802,5.44809,0.846041,1.46142,1,0,0,1,1593,1593
"1594",-5200.78,-5.8394,1.32735,0.841729,0.992287,5.13877,0.870922,1.46639,1,0,0,1,1594,1594
"1595",-5204.99,-4.41419,1.3454,0.85694,1.02898,5.53498,0.848585,1.41447,1,0,0,1,1595,1595
"1596",-5189.07,-0.884497,1.32607,0.863433,0.984568,5.37619,0.852861,1.45149,1,0,0,1,1596,1596
"1597",-5200.86,-4.07632,1.34051,0.805919,1.01898,5.48883,0.858578,1.44625,1,0,0,1,1597,1597
"1598",-5190.34,-4.35918,1.31673,0.871497,0.988726,5.46556,0.844529,1.46531,1,0,0,1,1598,1598
"1599",-5200.64,-2.04118,1.33911,0.843927,0.998398,5.47326,0.859563,1.42273,1,0,0,1,1599,1599
"1600",-5194.41,-3.42941,1.33899,0.839424,1.03904,5.49633,0.866766,1.46532,1,0,0,1,1600,1600
"1601",-5189.77,-5.74821,1.30717,0.883954,1.01805,5.3768,0.849325,1.46719,1,0,0,1,1601,1601
"1602",-5199.61,-2.20387,1.33979,0.825445,1.05766,5.40371,0.856026,1.44273,1,0,0,1,1602,1602
"1603",-5196.28,-3.03634,1.34371,0.873599,0.951393,5.30202,0.856596,1.44226,1,0,0,1,1603,1603
"1604",-5202.52,-5.92761,1.33074,0.806465,1.03761,5.42093,0.869514,1.45523,1,0,0,1,1604,1604
"1605",-5204.51,-2.80556,1.3531,0.857172,0.980354,5.37983,0.858063,1.42862,1,0,0,1,1605,1605
"1606",-5194.41,-0.842608,1.34248,0.844193,1.01832,5.37459,0.85465,1.45753,1,0,0,1,1606,1606
"1607",-5188.72,-2.06147,1.3211,0.836297,0.994287,5.51974,0.854423,1.45762,1,0,0,1,1607,1607
"1608",-5204.8,-3.76168,1.34607,0.814766,1.05122,5.33346,0.859016,1.45061,1,0,0,1,1608,1608
"1609",-5194.55,-0.676144,1.32953,0.860562,1.01106,5.35293,0.855511,1.43108,1,0,0,1,1609,1609
"1610",-5206.33,-8.41112,1.34528,0.822123,1.01907,4.99513,0.845477,1.45941,1,0,0,1,1610,1610
"1611",-5193.81,-5.69349,1.33556,0.825518,1.04149,5.3968,0.843018,1.47741,1,0,0,1,1611,1611
"1612",-5196.74,-2.39385,1.33413,0.880743,1.05845,5.3917,0.856851,1.43543,1,0,0,1,1612,1612
"1613",-5193.48,-1.30869,1.33628,0.875427,1.0023,5.38327,0.849345,1.44267,1,0,0,1,1613,1613
"1614",-5196.17,-1.59286,1.3273,0.837598,0.988976,5.22251,0.859413,1.44487,1,0,0,1,1614,1614
"1615",-5194.3,-2.62794,1.33309,0.858422,0.998766,5.33188,0.869068,1.4598,1,0,0,1,1615,1615
"1616",-5187.92,-4.89161,1.30513,0.838066,0.993706,5.57017,0.854146,1.45481,1,0,0,1,1616,1616
"1617",-5193.28,-3.3422,1.3274,0.829418,0.941465,5.37109,0.852929,1.44924,1,0,0,1,1617,1617
"1618",-5198.78,-4.64707,1.33424,0.879754,0.955507,5.20199,0.856837,1.42469,1,0,0,1,1618,1618
"1619",-5197.35,-3.31745,1.32057,0.850088,1.03512,5.1094,0.853926,1.43864,1,0,0,1,1619,1619
"1620",-5190.12,-5.5878,1.30644,0.834834,0.95612,5.3124,0.856257,1.46271,1,0,0,1,1620,1620
"1621",-5198.48,-5.83221,1.31978,0.863066,1.0177,5.47011,0.87194,1.41787,1,0,0,1,1621,1621
"1622",-5188.18,-1.32873,1.31714,0.859384,1.01278,5.38978,0.851155,1.44928,1,0,0,1,1622,1622
"1623",-5192.29,-1.99375,1.33491,0.88266,1.01891,5.39054,0.86196,1.45319,1,0,0,1,1623,1623
"1624",-5192.06,-3.26484,1.32564,0.842381,0.996692,5.40165,0.839707,1.43917,1,0,0,1,1624,1624
"1625",-5197.98,-2.44992,1.34945,0.861379,1.00241,5.41608,0.86565,1.45208,1,0,0,1,1625,1625
"1626",-5192.42,-0.797946,1.32824,0.859917,1.03506,5.3414,0.860802,1.44952,1,0,0,1,1626,1626
"1627",-5201.47,-2.21793,1.34556,0.833872,0.998687,5.46225,0.86336,1.43697,1,0,0,1,1627,1627
"1628",-5205.37,-4.41269,1.33112,0.858598,1.08154,5.32879,0.859553,1.41658,1,0,0,1,1628,1628
"1629",-5192.47,-1.68996,1.33058,0.85726,1.06754,5.46604,0.857891,1.44834,1,0,0,1,1629,1629
"1630",-5193.07,-3.24521,1.33534,0.874536,1.05342,5.3205,0.858572,1.4704,1,0,0,1,1630,1630
"1631",-5190.35,-2.4009,1.31847,0.854352,0.988198,5.44905,0.846555,1.4344,1,0,0,1,1631,1631
"1632",-5191.11,-4.35117,1.31472,0.840226,0.981894,5.637,0.855615,1.43188,1,0,0,1,1632,1632
"1633",-5194.48,-6.72857,1.33624,0.861989,1.00409,5.64956,0.848174,1.48483,1,0,0,1,1633,1633
"1634",-5192.21,-3.88091,1.32517,0.859304,0.995269,5.47362,0.872538,1.45337,1,0,0,1,1634,1634
"1635",-5202.29,-2.08114,1.33559,0.833519,1.00385,5.32265,0.854046,1.42174,1,0,0,1,1635,1635
"1636",-5193.94,-1.11053,1.33902,0.844621,1.00358,5.53674,0.852988,1.44145,1,0,0,1,1636,1636
"1637",-5189.63,-0.953606,1.3228,0.849148,1.03999,5.42935,0.853861,1.45072,1,0,0,1,1637,1637
"1638",-5187.93,-3.8619,1.31861,0.866985,1.03353,5.59494,0.859262,1.46511,1,0,0,1,1638,1638
"1639",-5194.96,-1.02933,1.34164,0.849508,1.00753,5.51834,0.853011,1.44024,1,0,0,1,1639,1639
"1640",-5191.02,-1.83236,1.33307,0.840649,0.979676,5.44645,0.857711,1.4653,1,0,0,1,1640,1640
"1641",-5197.78,-1.13835,1.34364,0.839687,0.987911,5.32918,0.852276,1.44187,1,0,0,1,1641,1641
"1642",-5196.13,-3.84709,1.32904,0.846662,1.08212,5.24048,0.855598,1.46648,1,0,0,1,1642,1642
"1643",-5197.09,-2.68512,1.34306,0.864641,1.06688,5.52004,0.851757,1.44261,1,0,0,1,1643,1643
"1644",-5193.05,-0.518784,1.33941,0.858326,0.995435,5.45284,0.856221,1.44678,1,0,0,1,1644,1644
"1645",-5190.81,-1.78492,1.3237,0.872021,1.05021,5.43766,0.852416,1.44723,1,0,0,1,1645,1645
"1646",-5199.6,-7.18113,1.31998,0.885078,0.971507,5.49215,0.854057,1.40668,1,0,0,1,1646,1646
"1647",-5202.48,-2.67624,1.34147,0.838863,0.994863,5.44427,0.852104,1.41889,1,0,0,1,1647,1647
"1648",-5193.21,-1.12974,1.33721,0.854499,1.02095,5.55012,0.852543,1.4416,1,0,0,1,1648,1648
"1649",-5197.05,-3.58682,1.33754,0.847898,0.986385,5.11002,0.846476,1.44536,1,0,0,1,1649,1649
"1650",-5204.27,-2.87153,1.33973,0.862311,1.02648,5.21437,0.866728,1.43455,1,0,0,1,1650,1650
"1651",-5199.52,-2.12896,1.3394,0.845121,0.971216,5.34503,0.865548,1.43995,1,0,0,1,1651,1651
"1652",-5199.04,-4.30346,1.32991,0.839077,1.03109,5.23147,0.8407,1.42737,1,0,0,1,1652,1652
"1653",-5200.11,-1.46114,1.3467,0.857895,1.03468,5.25987,0.856396,1.44649,1,0,0,1,1653,1653
"1654",-5193.99,-1.59945,1.33172,0.849986,1.02836,5.52983,0.849809,1.4322,1,0,0,1,1654,1654
"1655",-5194.24,-1.58927,1.34246,0.878345,0.994116,5.43067,0.855304,1.44694,1,0,0,1,1655,1655
"1656",-5207.35,-6.74828,1.35228,0.871224,1.07627,5.50095,0.869435,1.43022,1,0,0,1,1656,1656
"1657",-5216.17,-11.6909,1.35876,0.849423,0.904763,5.23557,0.871211,1.43387,1,0,0,1,1657,1657
"1658",-5201.22,-2.47144,1.34721,0.842802,1.01064,5.29449,0.845546,1.4348,1,0,0,1,1658,1658
"1659",-5201.62,-3.37809,1.3285,0.84106,1.00896,5.1311,0.851473,1.42546,1,0,0,1,1659,1659
"1660",-5192.23,-2.28871,1.33213,0.841729,1.05654,5.58329,0.856995,1.4444,1,0,0,1,1660,1660
"1661",-5194.92,-2.82284,1.33637,0.871171,1.01329,5.46374,0.841863,1.44578,1,0,0,1,1661,1661
"1662",-5196.9,-1.27971,1.34358,0.833786,1.02234,5.36963,0.850724,1.44905,1,0,0,1,1662,1662
"1663",-5199.49,-4.0317,1.33526,0.893973,1.02811,5.38505,0.848216,1.42736,1,0,0,1,1663,1663
"1664",-5196.57,-4.314,1.32383,0.85243,0.963581,5.47228,0.849904,1.41499,1,0,0,1,1664,1664
"1665",-5200.49,-1.34161,1.34818,0.858333,1.02815,5.39925,0.855632,1.43517,1,0,0,1,1665,1665
"1666",-5200.53,-4.43883,1.34949,0.827908,0.969173,5.51231,0.86481,1.45472,1,0,0,1,1666,1666
"1667",-5188.46,-1.6876,1.32334,0.855245,1.03754,5.53871,0.857107,1.4546,1,0,0,1,1667,1667
"1668",-5198.27,-2.54736,1.3445,0.825074,0.989998,5.32493,0.848085,1.44826,1,0,0,1,1668,1668
"1669",-5192.84,-1.33573,1.32557,0.863776,1.0218,5.30923,0.863796,1.44673,1,0,0,1,1669,1669
"1670",-5202.34,-1.80709,1.34734,0.832928,1.01211,5.34851,0.851918,1.43454,1,0,0,1,1670,1670
"1671",-5194.21,-1.37953,1.32956,0.857156,0.996571,5.33508,0.865961,1.44517,1,0,0,1,1671,1671
"1672",-5206.51,-3.98078,1.3417,0.829217,1.07017,5.29765,0.866499,1.44582,1,0,0,1,1672,1672
"1673",-5199.78,-4.94293,1.31574,0.841299,0.990266,5.13295,0.867021,1.43965,1,0,0,1,1673,1673
"1674",-5194.94,-3.93898,1.33116,0.862955,1.10201,5.42561,0.859791,1.45383,1,0,0,1,1674,1674
"1675",-5190.69,-2.98494,1.32133,0.840452,1.05468,5.5839,0.858697,1.43895,1,0,0,1,1675,1675
"1676",-5202.05,-2.73287,1.35409,0.851608,1.03862,5.34733,0.847671,1.44348,1,0,0,1,1676,1676
"1677",-5197.61,-1.17942,1.34254,0.865957,1.03633,5.28683,0.854428,1.44478,1,0,0,1,1677,1677
"1678",-5191.62,-0.768142,1.32849,0.844003,1.03152,5.37121,0.858397,1.45687,1,0,0,1,1678,1678
"1679",-5207.15,-2.29306,1.35148,0.845541,1.01532,5.31538,0.859272,1.42935,1,0,0,1,1679,1679
"1680",-5198.31,-1.9167,1.32736,0.845438,0.991826,5.21822,0.862676,1.436,1,0,0,1,1680,1680
"1681",-5196.31,-3.22314,1.32257,0.839461,1.08392,5.30339,0.859712,1.44964,1,0,0,1,1681,1681
"1682",-5191.2,-1.76948,1.33004,0.848279,0.975051,5.5469,0.860228,1.4483,1,0,0,1,1682,1682
"1683",-5195.83,-2.98967,1.34706,0.839481,1.05702,5.46461,0.851952,1.46272,1,0,0,1,1683,1683
"1684",-5194.01,-2.25837,1.33674,0.829628,1.05306,5.46351,0.856546,1.45912,1,0,0,1,1684,1684
"1685",-5192.03,-1.45495,1.32336,0.829466,1.00676,5.32605,0.851275,1.44823,1,0,0,1,1685,1685
"1686",-5199.73,-7.30033,1.33733,0.87125,0.960601,5.03472,0.845738,1.42984,1,0,0,1,1686,1686
"1687",-5192.19,-2.98948,1.32077,0.856254,0.98887,5.33183,0.844004,1.42917,1,0,0,1,1687,1687
"1688",-5202.99,-3.20895,1.32866,0.848846,1.04585,5.11595,0.859273,1.43501,1,0,0,1,1688,1688
"1689",-5201.94,-7.99547,1.3521,0.876849,0.944873,5.61988,0.868842,1.44244,1,0,0,1,1689,1689
"1690",-5189.37,-0.971722,1.32185,0.851332,0.985544,5.32648,0.855456,1.45139,1,0,0,1,1690,1690
"1691",-5200.62,-3.9355,1.3522,0.853458,0.995712,5.63918,0.853123,1.43376,1,0,0,1,1691,1691
"1692",-5193.61,-3.17872,1.33874,0.832549,1.00669,5.58007,0.845023,1.4503,1,0,0,1,1692,1692
"1693",-5202.47,-3.06957,1.33381,0.832957,1.08203,5.29404,0.859714,1.44009,1,0,0,1,1693,1693
"1694",-5201.38,-3.54852,1.35652,0.855358,0.997879,5.46131,0.865603,1.4493,1,0,0,1,1694,1694
"1695",-5199.09,-5.61299,1.34518,0.873778,1.03542,5.51291,0.838708,1.45934,1,0,0,1,1695,1695
"1696",-5189.53,-5.53208,1.31398,0.864637,1.01932,5.55447,0.872135,1.44933,1,0,0,1,1696,1696
"1697",-5189.02,-1.36151,1.31992,0.849206,0.996143,5.29986,0.85051,1.45187,1,0,0,1,1697,1697
"1698",-5205.72,-2.24344,1.34775,0.840755,1.03219,5.21053,0.858465,1.44095,1,0,0,1,1698,1698
"1699",-5200.25,-1.80357,1.33982,0.822447,1.00855,5.3808,0.860477,1.44365,1,0,0,1,1699,1699
"1700",-5195.4,-1.99797,1.34334,0.870451,1.02232,5.41205,0.864658,1.45227,1,0,0,1,1700,1700
"1701",-5197.77,-0.928579,1.33977,0.854077,1.01266,5.41292,0.862184,1.43542,1,0,0,1,1701,1701
"1702",-5196.36,-2.098,1.33347,0.85407,0.971075,5.47221,0.861907,1.4292,1,0,0,1,1702,1702
"1703",-5197.74,-4.17386,1.34324,0.870846,1.03884,5.38967,0.83941,1.45194,1,0,0,1,1703,1703
"1704",-5196.29,-2.08303,1.34373,0.878333,1.03628,5.4324,0.860603,1.44563,1,0,0,1,1704,1704
"1705",-5195.34,-2.88733,1.32975,0.880607,1.01685,5.51251,0.859561,1.42596,1,0,0,1,1705,1705
"1706",-5194.77,-1.95983,1.3379,0.850941,0.958177,5.48353,0.853066,1.43778,1,0,0,1,1706,1706
"1707",-5189,-3.69685,1.31869,0.884258,0.991635,5.47947,0.856419,1.46427,1,0,0,1,1707,1707
"1708",-5193.58,-0.934937,1.34114,0.867433,1.01496,5.47879,0.855132,1.44718,1,0,0,1,1708,1708
"1709",-5198.56,-6.17267,1.32079,0.877393,0.99626,5.5893,0.849708,1.41167,1,0,0,1,1709,1709
"1710",-5196.45,-3.41444,1.32818,0.84746,1.00709,5.49413,0.844541,1.42019,1,0,0,1,1710,1710
"1711",-5200.06,-3.44512,1.33912,0.867175,1.01501,5.57529,0.857368,1.41879,1,0,0,1,1711,1711
"1712",-5191.46,-3.28782,1.33537,0.84322,0.966764,5.56572,0.854332,1.46707,1,0,0,1,1712,1712
"1713",-5200.21,-2.77151,1.35057,0.871459,1.02143,5.48382,0.849029,1.43661,1,0,0,1,1713,1713
"1714",-5191.84,-1.76456,1.33364,0.861445,1.04278,5.43437,0.863274,1.45935,1,0,0,1,1714,1714
"1715",-5190.07,-1.84045,1.32023,0.871108,1.02964,5.38892,0.862487,1.4469,1,0,0,1,1715,1715
"1716",-5196.78,-1.34116,1.33918,0.832469,1.03682,5.33146,0.856438,1.45548,1,0,0,1,1716,1716
"1717",-5197.7,-2.77927,1.34037,0.832415,1.00367,5.55783,0.865045,1.44112,1,0,0,1,1717,1717
"1718",-5190.2,-0.768038,1.32609,0.863537,0.999393,5.31922,0.851119,1.44629,1,0,0,1,1718,1718
"1719",-5189.05,-0.871806,1.32011,0.860244,1.02,5.3877,0.857648,1.44886,1,0,0,1,1719,1719
"1720",-5190.35,-3.1416,1.32469,0.848536,1.02556,5.6748,0.851214,1.44465,1,0,0,1,1720,1720
"1721",-5195.33,-2.91104,1.33729,0.876031,0.990374,5.53939,0.845856,1.44313,1,0,0,1,1721,1721
"1722",-5195.22,-1.44099,1.33088,0.857891,0.985768,5.44822,0.85866,1.42717,1,0,0,1,1722,1722
"1723",-5191.55,-3.44794,1.31255,0.857306,1.03117,5.48762,0.852477,1.42419,1,0,0,1,1723,1723
"1724",-5193.09,-4.7038,1.33288,0.853972,1.02921,5.27423,0.856816,1.48708,1,0,0,1,1724,1724
"1725",-5195.34,-3.80521,1.34017,0.822041,0.99773,5.38195,0.842078,1.4537,1,0,0,1,1725,1725
"1726",-5194.77,-5.28786,1.32815,0.888829,0.98849,5.44084,0.871789,1.43772,1,0,0,1,1726,1726
"1727",-5207.38,-3.64708,1.35383,0.858403,1.02978,5.4705,0.859346,1.42206,1,0,0,1,1727,1727
"1728",-5193.63,-2.72036,1.32395,0.870549,1.06945,5.29235,0.850608,1.44715,1,0,0,1,1728,1728
"1729",-5188.55,-1.90657,1.32192,0.86844,0.998499,5.40102,0.862159,1.45909,1,0,0,1,1729,1729
"1730",-5192.98,-1.48328,1.32285,0.861936,1.03357,5.26247,0.860847,1.44694,1,0,0,1,1730,1730
"1731",-5195.74,-2.62012,1.34246,0.869105,1.02031,5.59452,0.84931,1.44375,1,0,0,1,1731,1731
"1732",-5192.38,-0.408374,1.33588,0.852436,0.984208,5.38822,0.85606,1.44876,1,0,0,1,1732,1732
"1733",-5195.56,-3.63273,1.34291,0.871156,0.942212,5.44061,0.860983,1.44686,1,0,0,1,1733,1733
"1734",-5197.51,-2.98044,1.33791,0.872704,1.0578,5.24916,0.862784,1.45601,1,0,0,1,1734,1734
"1735",-5191.62,-0.71509,1.3367,0.85662,1.0127,5.51304,0.856975,1.4501,1,0,0,1,1735,1735
"1736",-5191.5,-0.780401,1.33667,0.858887,1.02693,5.46063,0.852497,1.45527,1,0,0,1,1736,1736
"1737",-5190.99,-3.52796,1.31709,0.838422,1.01028,5.33058,0.861215,1.47272,1,0,0,1,1737,1737
"1738",-5195.28,-1.53214,1.34065,0.868701,1.04127,5.45983,0.850162,1.44428,1,0,0,1,1738,1738
"1739",-5192.81,-0.406684,1.33495,0.844635,1.01097,5.38844,0.85884,1.45405,1,0,0,1,1739,1739
"1740",-5198.86,-6.87571,1.32038,0.856789,0.931044,5.32289,0.869974,1.42683,1,0,0,1,1740,1740
"1741",-5199.33,-5.99461,1.32332,0.810375,0.950714,5.24832,0.849727,1.43466,1,0,0,1,1741,1741
"1742",-5196.07,-1.29833,1.34189,0.846084,1.0162,5.50442,0.861936,1.44274,1,0,0,1,1742,1742
"1743",-5207.81,-3.47254,1.34268,0.834543,0.993588,5.34844,0.854958,1.41401,1,0,0,1,1743,1743
"1744",-5190.21,-4.20526,1.3202,0.859578,0.954371,5.58396,0.856153,1.46197,1,0,0,1,1744,1744
