"","lp__","lp_approx__","I","m","lam","gamma","beta","alpha","k","tau","delta",".chain",".iteration",".draw"
"754",-5195.38,-1.41222,1.34746,0.859512,1.02151,5.40551,0.858437,1.45733,1,0,0,1,754,754
"755",-5194.82,-2.57731,1.34057,0.866711,0.951112,5.28106,0.854019,1.44365,1,0,0,1,755,755
"756",-5198.48,-1.4497,1.34421,0.860956,1.05191,5.34508,0.852361,1.4432,1,0,0,1,756,756
"757",-5200.25,-1.84529,1.33712,0.851393,1.05933,5.22634,0.853747,1.44034,1,0,0,1,757,757
"758",-5193.41,-3.05395,1.33632,0.857754,0.956134,5.49415,0.865185,1.45301,1,0,0,1,758,758
"759",-5189.29,-3.46589,1.3314,0.852765,1.02302,5.64183,0.860942,1.46598,1,0,0,1,759,759
"760",-5189.18,-3.68998,1.31479,0.864383,0.991152,5.62753,0.858814,1.44277,1,0,0,1,760,760
"761",-5192.92,-2.51664,1.33625,0.827882,1.02551,5.5013,0.846588,1.45377,1,0,0,1,761,761
"762",-5191.49,-1.22948,1.32694,0.855175,0.98988,5.22678,0.855615,1.45274,1,0,0,1,762,762
"763",-5200.42,-1.99995,1.34944,0.8543,0.995872,5.31445,0.863595,1.44853,1,0,0,1,763,763
"764",-5196.61,-8.80935,1.3247,0.855123,1.0085,5.75237,0.873158,1.42275,1,0,0,1,764,764
"765",-5205.9,-2.65317,1.33833,0.853348,1.03635,5.30595,0.862665,1.42018,1,0,0,1,765,765
"766",-5191.58,-2.15261,1.32438,0.843013,1.05088,5.3229,0.847444,1.45608,1,0,0,1,766,766
"767",-5201.33,-2.0769,1.3368,0.836594,0.975833,5.30304,0.863097,1.43421,1,0,0,1,767,767
"768",-5197.18,-2.05317,1.34359,0.861953,0.986307,5.18958,0.855925,1.44985,1,0,0,1,768,768
"769",-5190,-2.72278,1.33021,0.862388,0.987702,5.23091,0.849328,1.46727,1,0,0,1,769,769
"770",-5193.94,-2.07888,1.34454,0.868626,1.03237,5.45158,0.860804,1.45964,1,0,0,1,770,770
"771",-5203.67,-3.28917,1.33646,0.813026,0.995316,5.26277,0.853608,1.4345,1,0,0,1,771,771
"772",-5201.53,-2.13872,1.34916,0.862657,1.00884,5.27513,0.863238,1.44479,1,0,0,1,772,772
"773",-5189.43,-1.82759,1.31919,0.847426,1.01939,5.51769,0.861906,1.44417,1,0,0,1,773,773
"774",-5190.67,-3.72529,1.31881,0.894491,0.999949,5.34392,0.860236,1.44232,1,0,0,1,774,774
"775",-5192.94,-2.59847,1.33175,0.844511,1.03831,5.499,0.842749,1.44587,1,0,0,1,775,775
"776",-5203.86,-6.3838,1.34736,0.862575,0.995949,5.6956,0.863247,1.41885,1,0,0,1,776,776
"777",-5202.7,-2.48148,1.35342,0.85177,1.01763,5.28994,0.862531,1.45152,1,0,0,1,777,777
"778",-5218.75,-6.4211,1.35122,0.840188,1.04907,5.38724,0.864998,1.40872,1,0,0,1,778,778
"779",-5199.16,-4.74381,1.35413,0.86603,1.04218,5.45855,0.843499,1.46048,1,0,0,1,779,779
"780",-5195.56,-2.67166,1.33111,0.826298,1.01591,5.23863,0.845882,1.4482,1,0,0,1,780,780
"781",-5197.58,-3.74269,1.32407,0.875616,1.03118,5.40547,0.849895,1.4165,1,0,0,1,781,781
"782",-5195.51,-1.51503,1.34564,0.844191,1.00808,5.40716,0.860148,1.46015,1,0,0,1,782,782
"783",-5190.22,-1.99736,1.33061,0.863238,1.04064,5.5877,0.85611,1.45221,1,0,0,1,783,783
"784",-5191.95,-4.61186,1.31219,0.871363,1.06954,5.25941,0.859759,1.45647,1,0,0,1,784,784
"785",-5191.78,-3.01207,1.32039,0.837061,1.05255,5.30066,0.846313,1.45504,1,0,0,1,785,785
"786",-5192.23,-2.93457,1.3232,0.862462,1.01139,5.12458,0.852473,1.45488,1,0,0,1,786,786
"787",-5203.81,-3.21534,1.35375,0.849095,0.991524,5.41458,0.847994,1.42842,1,0,0,1,787,787
"788",-5205.2,-2.92606,1.33251,0.847989,1.04662,5.27691,0.863938,1.42233,1,0,0,1,788,788
"789",-5194.88,-4.58351,1.35075,0.880966,1.01836,5.50552,0.859947,1.46947,1,0,0,1,789,789
"790",-5192.56,-1.84217,1.33249,0.872577,1.04332,5.34144,0.848751,1.45546,1,0,0,1,790,790
"791",-5199.29,-2.8559,1.32009,0.829811,1.01435,5.25328,0.863737,1.43531,1,0,0,1,791,791
"792",-5196.4,-1.36228,1.33192,0.847138,1.01138,5.46702,0.861993,1.4292,1,0,0,1,792,792
"793",-5188.52,-1.84851,1.3186,0.851372,1.00106,5.42778,0.861831,1.4593,1,0,0,1,793,793
"794",-5188.1,-2.01981,1.32281,0.869671,0.988367,5.45397,0.857187,1.4622,1,0,0,1,794,794
"795",-5194.99,-3.7739,1.32714,0.883468,1.00784,5.48354,0.842514,1.44127,1,0,0,1,795,795
"796",-5203.05,-3.92839,1.33812,0.830644,1.02312,5.49844,0.850053,1.41501,1,0,0,1,796,796
"797",-5201.37,-2.50217,1.33899,0.851104,1.04105,5.48474,0.860147,1.42148,1,0,0,1,797,797
"798",-5193.82,-2.12161,1.334,0.863919,0.99573,5.40165,0.868374,1.4501,1,0,0,1,798,798
"799",-5191.3,-2.92945,1.33935,0.872936,0.984589,5.49987,0.856447,1.46873,1,0,0,1,799,799
"800",-5207.71,-3.72251,1.33775,0.837652,1.04005,5.39053,0.865533,1.41763,1,0,0,1,800,800
"801",-5199.54,-1.38004,1.34449,0.856252,1.05145,5.323,0.853524,1.44193,1,0,0,1,801,801
"802",-5198.17,-3.48737,1.33334,0.843415,1.07956,5.23021,0.847493,1.45124,1,0,0,1,802,802
"803",-5195.45,-5.40989,1.34323,0.854397,0.969485,5.46415,0.837264,1.45701,1,0,0,1,803,803
"804",-5198.8,-1.32593,1.33698,0.85471,1.01207,5.41636,0.86211,1.4279,1,0,0,1,804,804
"805",-5200.98,-1.35009,1.34298,0.830246,1.00259,5.35636,0.857195,1.43733,1,0,0,1,805,805
"806",-5194.34,-3.65016,1.33857,0.858031,1.08781,5.4689,0.858988,1.46236,1,0,0,1,806,806
"807",-5202.63,-2.84768,1.35192,0.830272,1.02848,5.35553,0.848235,1.44192,1,0,0,1,807,807
"808",-5198.95,-2.55713,1.33302,0.828997,1.06903,5.37056,0.85181,1.43588,1,0,0,1,808,808
"809",-5195.79,-4.2763,1.32761,0.85795,1.01279,5.67444,0.85117,1.42211,1,0,0,1,809,809
"810",-5197.43,-1.3727,1.33497,0.831254,0.98827,5.36725,0.852792,1.43306,1,0,0,1,810,810
"811",-5201.22,-3.61309,1.35124,0.843408,0.985839,5.59043,0.860971,1.4349,1,0,0,1,811,811
"812",-5194.2,-1.0865,1.32919,0.832242,1.02239,5.42732,0.860934,1.44515,1,0,0,1,812,812
"813",-5204.93,-3.23662,1.33614,0.848336,1.03224,5.35311,0.869305,1.42529,1,0,0,1,813,813
"814",-5201.4,-2.28786,1.34311,0.84094,1.03073,5.32574,0.867098,1.45034,1,0,0,1,814,814
"815",-5200.57,-1.99144,1.34224,0.841072,1.03888,5.19932,0.856161,1.45281,1,0,0,1,815,815
"816",-5202.15,-4.47525,1.35529,0.822088,0.977247,5.3452,0.854426,1.46069,1,0,0,1,816,816
"817",-5198.94,-7.06887,1.32983,0.841485,1.00173,5.29752,0.874774,1.47918,1,0,0,1,817,817
"818",-5208.22,-3.43577,1.33704,0.818173,1.01271,5.25847,0.863622,1.43173,1,0,0,1,818,818
"819",-5195.34,-3.60542,1.32062,0.839838,0.971634,5.4918,0.855807,1.41961,1,0,0,1,819,819
"820",-5190.03,-1.58703,1.32157,0.877849,1.02478,5.37432,0.85695,1.44553,1,0,0,1,820,820
"821",-5193.74,-5.82937,1.32335,0.804883,0.994016,5.59642,0.855591,1.45795,1,0,0,1,821,821
"822",-5192.46,-3.73787,1.33977,0.836635,1.00187,5.65746,0.860432,1.46118,1,0,0,1,822,822
"823",-5190.81,-1.85691,1.33162,0.84822,0.959534,5.44976,0.850284,1.45226,1,0,0,1,823,823
"824",-5206.19,-5.10439,1.3408,0.866565,0.976323,5.35426,0.87042,1.41953,1,0,0,1,824,824
"825",-5217.24,-6.57285,1.35438,0.858204,1.00348,5.145,0.87021,1.42806,1,0,0,1,825,825
"826",-5194.57,-0.524276,1.33141,0.857429,1.00068,5.31074,0.854914,1.43475,1,0,0,1,826,826
"827",-5198.04,-1.18941,1.338,0.848854,1.04618,5.27686,0.851145,1.44113,1,0,0,1,827,827
"828",-5191.3,-5.38838,1.32171,0.849144,0.971223,5.51037,0.869535,1.47056,1,0,0,1,828,828
"829",-5192.77,-6.47799,1.30748,0.849687,0.985762,5.39127,0.873727,1.45249,1,0,0,1,829,829
"830",-5192.16,-3.56889,1.32698,0.885791,0.994179,5.32029,0.867405,1.45059,1,0,0,1,830,830
"831",-5197.25,-0.475785,1.33678,0.845776,1.02893,5.30151,0.857094,1.44214,1,0,0,1,831,831
"832",-5190.04,-4.60878,1.32802,0.842552,1.0471,5.56518,0.864205,1.47401,1,0,0,1,832,832
"833",-5193.12,-4.08303,1.32568,0.894845,1.01805,5.3977,0.846215,1.4561,1,0,0,1,833,833
"834",-5203.6,-2.13226,1.34127,0.840182,1.01215,5.19926,0.852549,1.43045,1,0,0,1,834,834
"835",-5199.01,-1.37386,1.34327,0.849963,0.993792,5.3257,0.85013,1.43228,1,0,0,1,835,835
"836",-5200.95,-7.40829,1.31368,0.820473,1.02008,5.42925,0.851011,1.40535,1,0,0,1,836,836
"837",-5201.71,-2.81184,1.34036,0.872012,1.06388,5.23069,0.858704,1.43967,1,0,0,1,837,837
"838",-5193.69,-2.32497,1.34646,0.854825,0.994605,5.51029,0.849278,1.46001,1,0,0,1,838,838
"839",-5199.33,-5.76551,1.3436,0.842459,0.938635,5.19885,0.862908,1.46629,1,0,0,1,839,839
"840",-5192.52,-1.61138,1.32679,0.8533,0.99833,5.33063,0.865714,1.45484,1,0,0,1,840,840
"841",-5193.5,-2.03176,1.34384,0.872176,1.02399,5.47508,0.85201,1.45938,1,0,0,1,841,841
"842",-5198.73,-3.15388,1.34022,0.855958,0.966927,5.1345,0.853625,1.44003,1,0,0,1,842,842
"843",-5194.31,-4.82009,1.31701,0.888562,1.02487,5.41339,0.843907,1.43398,1,0,0,1,843,843
"844",-5192.05,-3.22984,1.34242,0.855315,0.964374,5.38775,0.851239,1.4712,1,0,0,1,844,844
"845",-5193.91,-2.6404,1.34246,0.838196,1.01237,5.56185,0.86263,1.45903,1,0,0,1,845,845
"846",-5196.92,-4.16028,1.33625,0.827176,1.08858,5.47648,0.860283,1.4545,1,0,0,1,846,846
"847",-5190.65,-3.49026,1.32612,0.893037,0.987409,5.44145,0.861843,1.45132,1,0,0,1,847,847
"848",-5189.8,-1.18426,1.32075,0.860013,0.997057,5.46413,0.85792,1.43839,1,0,0,1,848,848
"849",-5190.06,-1.98363,1.31299,0.852245,1.02947,5.37572,0.85343,1.43618,1,0,0,1,849,849
"850",-5194.56,-4.1053,1.33493,0.843966,1.00078,5.16442,0.854177,1.47716,1,0,0,1,850,850
"851",-5195.41,-8.18439,1.31323,0.879567,0.936982,5.50805,0.842905,1.46163,1,0,0,1,851,851
"852",-5204.37,-3.47939,1.35111,0.851542,1.0212,5.54746,0.859185,1.42366,1,0,0,1,852,852
"853",-5232.47,-10.631,1.36047,0.827117,1.07192,5.15457,0.872066,1.4271,1,0,0,1,853,853
"854",-5193.06,-0.830226,1.33673,0.839219,0.998515,5.36105,0.849798,1.45135,1,0,0,1,854,854
"855",-5190.9,-5.01592,1.30734,0.865878,1.03609,5.25989,0.865127,1.45866,1,0,0,1,855,855
"856",-5197.11,-0.967593,1.33025,0.852617,1.03108,5.25218,0.855637,1.43469,1,0,0,1,856,856
"857",-5201.26,-3.73574,1.35387,0.859919,0.955779,5.25774,0.857822,1.44578,1,0,0,1,857,857
"858",-5192.11,-2.06423,1.32467,0.851203,1.05746,5.31556,0.847741,1.45256,1,0,0,1,858,858
"859",-5201.12,-3.76131,1.34431,0.860591,1.03604,5.37057,0.872147,1.44857,1,0,0,1,859,859
"860",-5209.98,-5.83576,1.33594,0.821841,1.0099,5.13738,0.870752,1.45233,1,0,0,1,860,860
"861",-5198.86,-3.07896,1.33425,0.828581,1.01542,5.32744,0.843902,1.42863,1,0,0,1,861,861
"862",-5200.35,-4.64406,1.33573,0.895007,1.05145,5.47511,0.851661,1.42677,1,0,0,1,862,862
"863",-5203.77,-3.51259,1.33488,0.845347,1.02755,5.06773,0.859788,1.44517,1,0,0,1,863,863
"864",-5193.54,-2.99559,1.32368,0.880389,1.04568,5.50012,0.851186,1.43363,1,0,0,1,864,864
"865",-5194.77,-2.36646,1.33567,0.851423,1.02134,5.25532,0.842524,1.44639,1,0,0,1,865,865
"866",-5196.65,-0.978546,1.33836,0.852857,0.979923,5.346,0.854168,1.43324,1,0,0,1,866,866
"867",-5195.98,-2.14915,1.33358,0.862509,1.06228,5.50057,0.855831,1.4318,1,0,0,1,867,867
"868",-5188.82,-3.06739,1.3186,0.86494,1.04299,5.60815,0.856287,1.44694,1,0,0,1,868,868
"869",-5191.36,-1.01224,1.32952,0.870079,0.984994,5.30836,0.854565,1.44373,1,0,0,1,869,869
"870",-5196.63,-5.57802,1.32299,0.881395,0.981378,5.13885,0.867952,1.43977,1,0,0,1,870,870
"871",-5196.93,-4.13606,1.34376,0.862281,1.08566,5.52814,0.862718,1.45009,1,0,0,1,871,871
"872",-5189.1,-1.98723,1.32541,0.843576,0.975788,5.4383,0.854391,1.46491,1,0,0,1,872,872
"873",-5193.44,-4.25138,1.3305,0.856199,1.04971,5.51376,0.840362,1.46016,1,0,0,1,873,873
"874",-5193.23,-4.36435,1.34447,0.867784,1.04835,5.63591,0.856989,1.4648,1,0,0,1,874,874
"875",-5190.93,-5.28694,1.32374,0.865079,0.969363,5.43703,0.869929,1.47101,1,0,0,1,875,875
"876",-5194.5,-7.48354,1.31743,0.806677,1.04379,5.32653,0.846816,1.47348,1,0,0,1,876,876
"877",-5190.89,-2.86661,1.33423,0.862578,1.03503,5.49097,0.850271,1.47227,1,0,0,1,877,877
"878",-5192.96,-1.00621,1.3339,0.872921,0.992011,5.36531,0.859506,1.44243,1,0,0,1,878,878
"879",-5189.22,-1.25144,1.32056,0.871584,1.02247,5.37306,0.855417,1.44836,1,0,0,1,879,879
"880",-5194.72,-3.0523,1.34922,0.879171,0.988602,5.39556,0.853152,1.46152,1,0,0,1,880,880
"881",-5193.11,-3.68205,1.33334,0.848726,1.0196,5.29107,0.83845,1.45526,1,0,0,1,881,881
"882",-5197.56,-1.24286,1.3309,0.829356,1.01484,5.28156,0.854078,1.43826,1,0,0,1,882,882
"883",-5188.1,-1.33289,1.31606,0.859959,1.00313,5.41406,0.856981,1.4468,1,0,0,1,883,883
"884",-5193.6,-1.23996,1.33527,0.858867,1.04441,5.33313,0.859746,1.45864,1,0,0,1,884,884
"885",-5192.26,-0.595612,1.33383,0.852044,0.987429,5.38631,0.86025,1.45142,1,0,0,1,885,885
"886",-5189.92,-0.392905,1.32656,0.857324,1.02461,5.42995,0.85495,1.44853,1,0,0,1,886,886
"887",-5190.69,-4.38609,1.32196,0.850714,0.986712,5.52369,0.841601,1.46439,1,0,0,1,887,887
"888",-5187.23,-4.25267,1.30347,0.856458,0.991459,5.47536,0.852485,1.45326,1,0,0,1,888,888
"889",-5198.8,-1.23782,1.34079,0.853395,0.990115,5.25918,0.853684,1.43404,1,0,0,1,889,889
"890",-5191.1,-2.09956,1.33109,0.884275,0.995389,5.34899,0.850352,1.45307,1,0,0,1,890,890
"891",-5190.63,-3.06284,1.32167,0.822658,1.00809,5.57871,0.85552,1.44819,1,0,0,1,891,891
"892",-5206.43,-2.85454,1.35134,0.837018,1.01087,5.22955,0.851297,1.43384,1,0,0,1,892,892
"893",-5191.5,-5.61149,1.3053,0.840497,0.967249,5.49115,0.855806,1.42481,1,0,0,1,893,893
"894",-5196.57,-2.44884,1.33076,0.839764,1.01545,5.2667,0.866017,1.46166,1,0,0,1,894,894
"895",-5189.83,-1.37118,1.32597,0.870902,1.00387,5.44496,0.849279,1.4506,1,0,0,1,895,895
"896",-5188.61,-3.04793,1.32376,0.846876,1.02581,5.51134,0.857857,1.47389,1,0,0,1,896,896
"897",-5196.77,-1.19815,1.34342,0.860826,0.995005,5.3144,0.850028,1.43932,1,0,0,1,897,897
"898",-5197.38,-4.02942,1.32547,0.817132,1.04067,5.30872,0.861862,1.46525,1,0,0,1,898,898
"899",-5193.66,-4.8513,1.33062,0.852929,1.04575,5.7476,0.850553,1.43782,1,0,0,1,899,899
"900",-5190.02,-1.82565,1.32794,0.847791,0.975019,5.5252,0.850013,1.45205,1,0,0,1,900,900
"901",-5203.32,-3.93886,1.34121,0.877238,1.04344,5.43141,0.848464,1.41934,1,0,0,1,901,901
"902",-5192.72,-1.94912,1.33495,0.853613,1.01419,5.2231,0.848344,1.46113,1,0,0,1,902,902
"903",-5197.82,-4.29831,1.33192,0.804623,1.00905,5.48477,0.850286,1.43905,1,0,0,1,903,903
"904",-5198.47,-4.9914,1.33871,0.884303,0.970864,5.12865,0.863044,1.44353,1,0,0,1,904,904
"905",-5191.74,-3.66706,1.33217,0.836332,0.970885,5.49912,0.842692,1.45657,1,0,0,1,905,905
"906",-5189.4,-1.55118,1.32561,0.862555,0.987025,5.52439,0.851632,1.45144,1,0,0,1,906,906
"907",-5196.32,-2.59004,1.33463,0.83544,0.988303,5.58618,0.85686,1.42955,1,0,0,1,907,907
"908",-5193.11,-1.56687,1.32947,0.856285,0.992771,5.17924,0.854609,1.45045,1,0,0,1,908,908
"909",-5193.27,-1.02632,1.34038,0.840937,0.988809,5.45651,0.852435,1.45176,1,0,0,1,909,909
"910",-5191.68,-1.91576,1.32707,0.829854,0.973665,5.4017,0.849966,1.44808,1,0,0,1,910,910
"911",-5197.68,-0.799053,1.33272,0.843093,1.0213,5.3313,0.861882,1.43753,1,0,0,1,911,911
"912",-5198.46,-3.36025,1.33976,0.82839,1.05293,5.51443,0.84742,1.43364,1,0,0,1,912,912
"913",-5197.94,-2.80614,1.35144,0.868088,1.05351,5.42675,0.854018,1.45561,1,0,0,1,913,913
"914",-5201.21,-1.57669,1.34899,0.849673,0.995701,5.38911,0.860945,1.43743,1,0,0,1,914,914
"915",-5188.31,-4.44381,1.30608,0.840307,1.03766,5.39548,0.849242,1.46106,1,0,0,1,915,915
"916",-5202.58,-3.644,1.33914,0.865641,0.996987,5.10689,0.853316,1.42849,1,0,0,1,916,916
"917",-5188.61,-3.2663,1.31244,0.880774,0.984967,5.40316,0.857136,1.44274,1,0,0,1,917,917
"918",-5192.26,-3.5113,1.31976,0.839614,1.00049,5.59245,0.849662,1.42735,1,0,0,1,918,918
"919",-5189.62,-2.90972,1.31755,0.828546,0.992004,5.37849,0.846748,1.45217,1,0,0,1,919,919
"920",-5188.1,-1.44834,1.31721,0.861561,0.992003,5.39777,0.858361,1.45,1,0,0,1,920,920
"921",-5193.15,-1.5678,1.323,0.844171,1.00075,5.33396,0.864958,1.44928,1,0,0,1,921,921
"922",-5197.44,-1.791,1.33871,0.874059,1.03972,5.2772,0.860827,1.44486,1,0,0,1,922,922
"923",-5189.88,-0.450609,1.33052,0.856985,1.01142,5.39328,0.855125,1.45768,1,0,0,1,923,923
"924",-5203.62,-4.64032,1.34271,0.846749,1.07148,5.54391,0.864328,1.42425,1,0,0,1,924,924
"925",-5196.27,-3.83878,1.33487,0.829864,0.968948,5.47373,0.867405,1.45937,1,0,0,1,925,925
"926",-5191.87,-3.89371,1.33606,0.891482,1.01704,5.47359,0.857994,1.46805,1,0,0,1,926,926
"927",-5200.64,-2.97518,1.34829,0.853343,1.07969,5.35143,0.853544,1.45112,1,0,0,1,927,927
"928",-5187.83,-2.17523,1.31448,0.87145,1.01844,5.45287,0.856005,1.4503,1,0,0,1,928,928
"929",-5197.36,-1.45395,1.33384,0.839345,1.01535,5.19019,0.85275,1.4455,1,0,0,1,929,929
"930",-5195,-4.01306,1.31641,0.860306,1.04372,5.41882,0.867491,1.427,1,0,0,1,930,930
"931",-5193.56,-2.53518,1.33531,0.835018,0.962468,5.48409,0.860441,1.45745,1,0,0,1,931,931
"932",-5198.05,-2.17095,1.33977,0.858422,1.02292,5.31336,0.844059,1.43374,1,0,0,1,932,932
"933",-5197.53,-1.99506,1.34212,0.8471,1.05306,5.39055,0.846429,1.44306,1,0,0,1,933,933
"934",-5199.77,-0.992077,1.34268,0.849049,1.03639,5.30862,0.859775,1.44322,1,0,0,1,934,934
"935",-5199.54,-2.31242,1.32749,0.852176,1.0204,5.36281,0.856745,1.41615,1,0,0,1,935,935
"936",-5195.37,-1.84781,1.34167,0.871033,1.03864,5.38032,0.847761,1.45016,1,0,0,1,936,936
"937",-5192.22,-3.26774,1.34028,0.851087,0.988879,5.29394,0.850456,1.47627,1,0,0,1,937,937
"938",-5192.72,-3.64748,1.32847,0.83357,1.01807,5.22626,0.843002,1.46109,1,0,0,1,938,938
"939",-5200.31,-3.40635,1.35789,0.836808,0.997091,5.41378,0.856201,1.4599,1,0,0,1,939,939
"940",-5204.02,-5.50088,1.33382,0.84234,0.94542,5.42759,0.86871,1.42154,1,0,0,1,940,940
"941",-5202.41,-3.36021,1.34344,0.865271,0.961797,5.31194,0.862391,1.42629,1,0,0,1,941,941
"942",-5197.11,-4.69365,1.33059,0.813673,0.955892,5.43346,0.847667,1.43698,1,0,0,1,942,942
"943",-5198.64,-1.78338,1.3383,0.835144,1.01016,5.43605,0.865828,1.4419,1,0,0,1,943,943
"944",-5201.13,-4.70237,1.33595,0.817191,1.04894,5.3986,0.868272,1.4592,1,0,0,1,944,944
"945",-5197.02,-1.8044,1.33416,0.858495,0.971507,5.25932,0.855588,1.43026,1,0,0,1,945,945
"946",-5195.17,-1.58886,1.33519,0.825876,1.0156,5.50238,0.857212,1.44289,1,0,0,1,946,946
"947",-5192.57,-1.24579,1.33972,0.845637,0.978181,5.46942,0.855552,1.45527,1,0,0,1,947,947
"948",-5192.25,-5.25746,1.33502,0.890022,1.00793,5.2355,0.854334,1.47741,1,0,0,1,948,948
"949",-5195.58,-3.85428,1.34344,0.818997,1.01127,5.54848,0.857288,1.4637,1,0,0,1,949,949
"950",-5194.49,-2.7533,1.32631,0.835358,0.998274,5.57814,0.858963,1.42777,1,0,0,1,950,950
"951",-5190.02,-4.93527,1.31881,0.825998,1.05035,5.55513,0.845008,1.45686,1,0,0,1,951,951
"952",-5193.82,-0.874531,1.33905,0.872911,1.01524,5.35539,0.857506,1.44859,1,0,0,1,952,952
"953",-5201.17,-3.08842,1.33627,0.830496,1.03761,5.16395,0.848316,1.44198,1,0,0,1,953,953
"954",-5196.21,-2.86183,1.3518,0.854772,1.04137,5.44917,0.853564,1.46447,1,0,0,1,954,954
"955",-5193.78,-2.96007,1.32959,0.867764,1.01479,5.16701,0.861238,1.46313,1,0,0,1,955,955
"956",-5189.74,-1.57857,1.32559,0.871104,1.01677,5.54003,0.85716,1.44615,1,0,0,1,956,956
"957",-5195.13,-1.54539,1.3269,0.827352,1.00911,5.28458,0.858008,1.45236,1,0,0,1,957,957
"958",-5192.73,-0.898452,1.32248,0.846927,1.02412,5.3945,0.85674,1.43372,1,0,0,1,958,958
"959",-5203.74,-2.59953,1.34465,0.843862,1.05257,5.45446,0.857704,1.42497,1,0,0,1,959,959
"960",-5192.84,-0.323237,1.33264,0.856026,1.00377,5.31134,0.858517,1.4493,1,0,0,1,960,960
"961",-5194.31,-0.804459,1.33139,0.846357,1.00971,5.43452,0.862971,1.44003,1,0,0,1,961,961
"962",-5196.15,-1.39039,1.33888,0.866261,1.00171,5.25196,0.850177,1.43867,1,0,0,1,962,962
"963",-5208.05,-3.5528,1.34128,0.830943,1.06726,5.2895,0.864408,1.43539,1,0,0,1,963,963
"964",-5196.1,-2.74142,1.34964,0.863376,0.982315,5.34207,0.861384,1.462,1,0,0,1,964,964
"965",-5190.81,-2.79668,1.32606,0.846399,0.950861,5.51767,0.858105,1.4538,1,0,0,1,965,965
"966",-5195.05,-3.32088,1.31699,0.859627,1.02708,5.41084,0.863818,1.42197,1,0,0,1,966,966
"967",-5198.73,-3.37796,1.3281,0.872335,0.981579,5.28728,0.861397,1.41962,1,0,0,1,967,967
"968",-5208.94,-5.69792,1.34308,0.838532,1.04075,5.54827,0.857356,1.40677,1,0,0,1,968,968
"969",-5191.36,-3.95663,1.31993,0.861184,0.949837,5.57333,0.850848,1.44628,1,0,0,1,969,969
"970",-5197.05,-4.89888,1.32441,0.876812,0.968953,5.51745,0.85848,1.41572,1,0,0,1,970,970
"971",-5197.71,-2.36353,1.32953,0.859777,0.974574,5.27387,0.856933,1.423,1,0,0,1,971,971
"972",-5194.81,-3.35165,1.34535,0.887396,1.01356,5.4217,0.851079,1.46192,1,0,0,1,972,972
"973",-5203.34,-2.77316,1.33936,0.815903,1.00303,5.25443,0.854797,1.44022,1,0,0,1,973,973
"974",-5204.61,-2.05736,1.33817,0.8405,1.02496,5.2306,0.855619,1.42537,1,0,0,1,974,974
"975",-5192.67,-3.52637,1.31248,0.866758,1.00224,5.29262,0.864502,1.43223,1,0,0,1,975,975
"976",-5198.82,-2.30431,1.32188,0.839849,1.03112,5.27093,0.863037,1.43139,1,0,0,1,976,976
"977",-5193.63,-1.69537,1.32782,0.843442,0.983161,5.26495,0.848542,1.43643,1,0,0,1,977,977
"978",-5205.02,-6.40338,1.32824,0.851203,1.06999,5.44282,0.872232,1.41801,1,0,0,1,978,978
"979",-5189.08,-1.34244,1.32239,0.837891,1.00675,5.50624,0.85461,1.45097,1,0,0,1,979,979
"980",-5190.51,-4.97866,1.30497,0.844962,0.998016,5.41562,0.867961,1.44808,1,0,0,1,980,980
"981",-5194.34,-3.42096,1.31832,0.848719,0.990538,5.49929,0.855902,1.41773,1,0,0,1,981,981
"982",-5193.39,-3.68769,1.32242,0.834794,1.00952,5.40243,0.841161,1.43044,1,0,0,1,982,982
"983",-5196.75,-4.55725,1.343,0.818648,0.977821,5.49156,0.843787,1.44947,1,0,0,1,983,983
"984",-5208.65,-6.56936,1.31949,0.821323,1.00259,5.19717,0.859147,1.40984,1,0,0,1,984,984
"985",-5193.34,-2.49302,1.33391,0.843338,1.00638,5.22888,0.843698,1.45328,1,0,0,1,985,985
"986",-5196.4,-1.41304,1.33185,0.838364,1.05829,5.32423,0.852439,1.44275,1,0,0,1,986,986
"987",-5199.66,-3.5359,1.34462,0.876254,0.960804,5.30966,0.852136,1.42863,1,0,0,1,987,987
"988",-5205.78,-2.80011,1.35271,0.840838,1.02217,5.40313,0.864678,1.43717,1,0,0,1,988,988
"989",-5198.68,-2.25965,1.32544,0.828243,1.0456,5.27407,0.861141,1.4437,1,0,0,1,989,989
"990",-5193.67,-1.59336,1.33327,0.868479,1.01015,5.54172,0.857873,1.43367,1,0,0,1,990,990
"991",-5193.84,-5.21981,1.33236,0.881369,1.06113,5.54755,0.849635,1.47173,1,0,0,1,991,991
"992",-5199.99,-4.31393,1.35512,0.882758,0.965123,5.41511,0.854588,1.44364,1,0,0,1,992,992
"993",-5195.01,-1.35301,1.33456,0.867414,1.05735,5.39368,0.858402,1.44279,1,0,0,1,993,993
"994",-5193.4,-4.52755,1.31809,0.817537,1.00271,5.37188,0.843716,1.43506,1,0,0,1,994,994
"995",-5197.16,-3.83225,1.34585,0.850037,0.946638,5.57178,0.858383,1.44566,1,0,0,1,995,995
"996",-5198.98,-1.27673,1.34379,0.865963,1.00958,5.3878,0.859671,1.43341,1,0,0,1,996,996
"997",-5191.78,-2.99529,1.32848,0.890978,1.03691,5.42493,0.861174,1.4501,1,0,0,1,997,997
"998",-5195.1,-5.63452,1.31329,0.86457,1.03966,5.06234,0.850761,1.44179,1,0,0,1,998,998
